,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Taxi drives per hour
1790,New York City,2015-05-14T15:00:00,21.6,21.6,-2.8,19.37,0.0,0.0,,0.0,0.0,,6.4,0.0,1026.9,19.2,16.0,808.8,2.9,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",321
1809,New York City,2015-05-15T10:00:00,17.5,17.5,4.7,42.99,0.0,0.0,,0.0,0.0,,5.4,310.0,1026.8,38.4,16.0,618.0,2.2,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",399
1810,New York City,2015-05-15T11:00:00,18.8,18.8,4.8,39.65,0.0,0.0,,0.0,0.0,,2.1,318.0,1026.3,36.7,16.0,791.5,2.8,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",309
1811,New York City,2015-05-15T12:00:00,20.2,20.2,5.3,37.56,0.0,0.0,,0.0,0.0,,3.6,291.0,1026.0,36.7,14.8,852.0,3.1,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",381
1812,New York City,2015-05-15T13:00:00,21.8,21.8,3.9,31.01,0.0,0.0,,0.0,0.0,,9.9,241.0,1025.4,34.2,16.0,848.5,3.1,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",368
1813,New York City,2015-05-15T14:00:00,23.2,23.2,4.4,29.52,0.0,0.0,,0.0,0.0,31.3,11.2,229.0,1024.7,34.2,16.0,801.8,2.9,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",301
1814,New York City,2015-05-15T15:00:00,23.2,23.2,5.9,32.65,0.0,0.0,,0.0,0.0,33.1,13.8,166.0,1023.9,34.2,16.0,705.5,2.5,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",316
1833,New York City,2015-05-16T10:00:00,16.7,16.7,13.7,82.92,0.0,0.0,,0.0,0.0,,8.7,70.0,1022.1,91.4,12.2,540.3,1.9,5.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",461
1834,New York City,2015-05-16T11:00:00,18.6,18.6,14.3,76.25,0.0,0.0,,0.0,0.0,,2.6,69.0,1021.6,50.8,12.5,420.1,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",399
1835,New York City,2015-05-16T12:00:00,21.6,21.6,14.6,64.14,0.0,0.0,,0.0,0.0,,10.9,239.0,1021.6,34.2,14.2,386.5,1.4,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",385
1836,New York City,2015-05-16T13:00:00,22.8,22.8,15.1,61.8,0.0,0.0,,0.0,0.0,,8.9,198.0,1020.8,51.8,14.2,488.8,1.8,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",392
1837,New York City,2015-05-16T14:00:00,21.9,21.9,15.7,67.97,0.0,0.0,,0.0,0.0,,12.0,214.0,1020.3,92.2,12.9,556.0,2.0,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",404
1838,New York City,2015-05-16T15:00:00,22.2,22.2,15.6,66.2,0.0,0.0,,0.0,0.0,,8.4,156.0,1019.8,91.4,12.9,379.1,1.4,4.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",363
1857,New York City,2015-05-17T10:00:00,22.3,22.3,18.7,79.87,0.0,0.0,,0.0,0.0,,6.7,40.0,1021.1,73.9,11.3,595.8,2.1,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,KNYC,72503014732",501
1858,New York City,2015-05-17T11:00:00,24.2,24.2,18.5,70.53,0.0,0.0,,0.0,0.0,,7.0,56.0,1021.1,88.9,14.7,671.0,2.4,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",399
1859,New York City,2015-05-17T12:00:00,25.5,25.5,18.2,64.15,0.0,0.0,,0.0,0.0,,4.5,0.0,1021.0,85.1,15.3,741.8,2.7,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",433
1860,New York City,2015-05-17T13:00:00,27.8,28.6,17.6,54.06,0.0,0.0,,0.0,0.0,,8.1,78.0,1020.4,30.4,16.0,767.8,2.8,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",465
1861,New York City,2015-05-17T14:00:00,27.3,28.0,17.3,54.25,0.0,0.0,,0.0,0.0,,0.9,20.0,1020.0,88.9,16.0,683.3,2.5,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",407
1862,New York City,2015-05-17T15:00:00,26.8,27.6,17.2,55.47,0.0,0.0,,0.0,0.0,,1.5,0.0,1019.5,95.7,16.0,550.3,2.0,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",380
1881,New York City,2015-05-18T10:00:00,16.6,16.6,14.1,85.21,0.0,0.0,,0.0,0.0,,12.4,59.0,1021.8,100.0,3.9,736.5,2.7,7.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",340
1882,New York City,2015-05-18T11:00:00,16.4,16.4,14.3,87.34,0.0,0.0,,0.0,0.0,,8.9,70.0,1022.2,100.0,4.7,818.3,2.9,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732",286
1883,New York City,2015-05-18T12:00:00,17.2,17.2,13.7,79.88,0.0,0.0,,0.0,0.0,,11.9,88.0,1022.3,100.0,7.6,824.5,3.0,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732",349
1884,New York City,2015-05-18T13:00:00,17.0,17.0,12.9,76.87,0.0,0.0,,0.0,0.0,,10.8,61.0,1022.7,100.0,11.3,800.3,2.9,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",327
1885,New York City,2015-05-18T14:00:00,16.6,16.6,11.6,72.09,0.0,0.0,,0.0,0.0,,13.0,66.0,1022.4,100.0,16.0,649.3,2.3,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732",341
1886,New York City,2015-05-18T15:00:00,17.5,17.5,11.5,67.78,0.0,0.0,,0.0,0.0,,16.3,73.0,1021.9,100.0,16.0,512.0,1.8,5.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",370
1905,New York City,2015-05-19T10:00:00,16.0,16.0,13.4,84.58,0.0,0.0,,0.0,0.0,,3.4,23.0,1014.1,100.0,4.0,229.3,0.8,2.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",347
1906,New York City,2015-05-19T11:00:00,17.0,17.0,13.8,81.74,0.0,0.0,,0.0,0.0,,5.8,70.0,1013.7,100.0,4.8,314.1,1.1,3.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",280
1907,New York City,2015-05-19T12:00:00,17.7,17.7,14.5,81.51,0.0,0.0,,0.0,0.0,,3.6,345.0,1013.3,99.1,4.9,444.4,1.6,4.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",377
1908,New York City,2015-05-19T13:00:00,18.2,18.2,14.6,79.89,0.0,0.0,,0.0,0.0,,3.4,23.0,1012.6,100.0,7.6,538.0,1.9,5.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",356
1909,New York City,2015-05-19T14:00:00,21.6,21.6,15.6,68.64,0.0,0.0,,0.0,0.0,,3.8,352.0,1011.6,50.8,8.9,601.5,2.2,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",358
1910,New York City,2015-05-19T15:00:00,23.4,23.4,16.5,65.05,0.0,0.0,,0.0,0.0,,4.0,341.0,1010.8,27.9,8.8,621.5,2.2,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",403
1929,New York City,2015-05-20T10:00:00,15.0,15.0,4.6,49.69,0.0,0.0,,0.0,0.0,40.3,28.0,326.0,1012.2,95.7,16.0,820.0,3.0,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",336
1930,New York City,2015-05-20T11:00:00,15.4,15.4,4.1,46.98,0.0,0.0,,0.0,0.0,38.0,23.9,306.0,1012.5,95.7,16.0,922.0,3.3,9.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",293
1931,New York City,2015-05-20T12:00:00,15.1,15.1,3.7,46.58,0.0,0.0,,0.0,0.0,40.9,21.8,316.0,1012.7,88.9,16.0,983.5,3.5,10.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",398
1932,New York City,2015-05-20T13:00:00,16.1,16.1,3.4,42.68,0.0,0.0,,0.0,0.0,39.0,17.6,301.0,1012.8,88.9,16.0,984.0,3.5,10.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",345
1933,New York City,2015-05-20T14:00:00,16.3,16.3,2.5,39.35,0.0,0.0,,0.0,0.0,45.5,19.8,311.0,1012.5,50.8,16.0,872.8,3.1,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",364
1934,New York City,2015-05-20T15:00:00,16.8,16.8,2.0,37.04,0.0,0.0,,0.0,0.0,40.2,18.6,316.0,1012.7,34.2,16.0,746.3,2.7,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",390
1953,New York City,2015-05-21T10:00:00,14.9,14.9,1.4,40.12,0.0,0.0,,0.0,0.0,,1.7,7.0,1015.7,90.6,16.0,600.3,2.2,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",354
1954,New York City,2015-05-21T11:00:00,15.6,15.6,1.9,39.55,0.0,0.0,,0.0,0.0,,5.9,135.0,1015.7,90.6,16.0,743.5,2.7,7.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",309
1955,New York City,2015-05-21T12:00:00,15.8,15.8,1.1,36.99,0.0,0.0,,0.0,0.0,,1.8,44.0,1015.5,93.1,16.0,833.0,3.0,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",421
1956,New York City,2015-05-21T13:00:00,16.1,16.1,0.9,35.65,0.0,0.0,,0.0,0.0,,12.1,208.0,1015.0,100.0,16.0,835.5,3.0,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",363
1957,New York City,2015-05-21T14:00:00,15.6,15.6,0.9,36.78,0.0,0.0,,0.0,0.0,,10.3,199.0,1014.6,100.0,16.0,769.3,2.8,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",327
1958,New York City,2015-05-21T15:00:00,15.5,15.5,3.2,43.61,0.0,0.0,,0.0,0.0,,15.8,190.0,1014.1,66.7,16.0,586.3,2.1,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",354
1977,New York City,2015-05-22T10:00:00,18.1,18.1,4.6,40.91,0.0,0.0,,0.0,0.0,,16.0,287.0,1013.2,0.0,16.0,823.0,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",350
1978,New York City,2015-05-22T11:00:00,20.3,20.3,3.6,33.37,0.0,0.0,,0.0,0.0,27.0,10.8,318.0,1013.2,4.4,16.0,926.3,3.3,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",313
1979,New York City,2015-05-22T12:00:00,22.1,22.1,3.9,30.51,0.0,0.0,,0.0,0.0,35.1,15.6,306.0,1013.1,27.1,16.0,976.5,3.5,10.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",343
1980,New York City,2015-05-22T13:00:00,22.3,22.3,3.6,29.44,0.0,0.0,,0.0,0.0,41.6,15.3,278.0,1012.8,58.7,16.0,964.3,3.5,10.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",342
1981,New York City,2015-05-22T14:00:00,22.6,22.6,3.0,27.62,0.0,0.0,,0.0,0.0,41.7,16.9,282.0,1012.7,88.9,16.0,835.0,3.0,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",348
1982,New York City,2015-05-22T15:00:00,22.2,22.2,3.0,28.37,0.0,0.0,,0.0,0.0,54.4,19.5,293.0,1012.8,88.9,16.0,660.5,2.4,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",290
2001,New York City,2015-05-23T10:00:00,12.0,12.0,-3.6,33.45,0.0,0.0,,0.0,0.0,,13.9,313.0,1030.0,10.5,16.0,852.3,3.1,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",377
2002,New York City,2015-05-23T11:00:00,13.4,13.4,-4.1,29.42,0.0,0.0,,0.0,0.0,,10.9,328.0,1030.1,10.5,16.0,963.3,3.5,10.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",353
2003,New York City,2015-05-23T12:00:00,15.4,15.4,-5.1,23.84,0.0,0.0,,0.0,0.0,31.7,12.3,320.0,1030.0,10.5,16.0,1016.3,3.7,10.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",405
2004,New York City,2015-05-23T13:00:00,16.9,16.9,-4.2,23.18,0.0,0.0,,0.0,0.0,,11.9,332.0,1029.5,12.1,16.0,1011.0,3.6,10.0,,Clear,clear-day,"72505394728,72502014734,72503014732",444
2005,New York City,2015-05-23T14:00:00,17.9,17.9,-4.0,22.09,0.0,0.0,,0.0,0.0,,8.4,312.0,1028.9,10.5,16.0,947.0,3.4,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",417
2006,New York City,2015-05-23T15:00:00,19.1,19.1,-4.3,20.03,0.0,0.0,,0.0,0.0,33.1,7.4,328.0,1028.3,4.4,16.0,831.8,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",441
2025,New York City,2015-05-24T10:00:00,20.0,20.0,6.1,40.48,0.0,0.0,,0.0,0.0,,17.4,245.0,1027.9,27.5,16.0,825.8,3.0,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,72502014734,72503014732",359
2026,New York City,2015-05-24T11:00:00,22.5,22.5,6.5,35.4,0.0,0.0,,0.0,0.0,,12.5,234.0,1027.3,34.2,16.0,924.5,3.3,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",369
2027,New York City,2015-05-24T12:00:00,24.4,24.4,4.2,26.92,0.0,0.0,,0.0,0.0,26.6,10.2,214.0,1026.7,34.2,16.0,978.5,3.5,10.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",460
2028,New York City,2015-05-24T13:00:00,25.8,25.8,2.5,21.97,0.0,0.0,,0.0,0.0,27.7,10.4,278.0,1026.0,34.2,16.0,970.3,3.5,10.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",454
2029,New York City,2015-05-24T14:00:00,26.8,26.0,2.8,21.31,0.0,0.0,,0.0,0.0,,9.5,273.0,1025.1,34.2,16.0,878.3,3.2,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",489
2030,New York City,2015-05-24T15:00:00,27.0,26.2,5.1,24.79,0.0,0.0,,0.0,0.0,36.1,8.8,274.0,1024.6,34.2,16.0,740.0,2.7,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",442
2049,New York City,2015-05-25T10:00:00,22.6,22.6,13.5,56.42,0.0,0.0,,0.0,0.0,,4.8,290.0,1024.9,25.4,16.0,548.3,2.0,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",285
2050,New York City,2015-05-25T11:00:00,24.6,24.6,13.6,50.56,0.0,0.0,,0.0,0.0,,12.0,244.0,1024.3,19.2,16.0,683.5,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",358
2051,New York City,2015-05-25T12:00:00,27.7,27.6,13.8,42.59,0.0,0.0,,0.0,0.0,33.5,11.7,202.0,1023.6,19.2,16.0,908.0,3.3,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",393
2052,New York City,2015-05-25T13:00:00,28.5,28.1,13.9,40.79,0.0,0.0,,0.0,0.0,38.9,19.9,175.0,1023.2,16.6,16.0,937.5,3.4,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,KNYC,72503014732",415
2053,New York City,2015-05-25T14:00:00,29.3,28.8,14.0,39.23,0.0,0.0,,0.0,0.0,37.1,21.3,168.0,1022.6,19.2,16.0,855.8,3.1,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",390
2054,New York City,2015-05-25T15:00:00,28.6,28.2,13.5,39.48,0.0,0.0,,0.0,0.0,41.4,12.9,189.0,1021.9,25.4,16.0,682.3,2.5,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",403
2073,New York City,2015-05-26T10:00:00,24.1,24.1,15.0,56.48,0.0,0.0,,0.0,0.0,,19.6,226.0,1022.6,19.2,16.0,779.3,2.8,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",302
2074,New York City,2015-05-26T11:00:00,26.7,26.7,15.4,49.92,0.0,0.0,,0.0,0.0,,10.0,246.0,1022.7,19.2,16.0,825.0,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",325
2075,New York City,2015-05-26T12:00:00,28.1,28.3,15.7,46.83,0.0,0.0,,0.0,0.0,,14.1,224.0,1022.3,19.2,16.0,690.8,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",392
2076,New York City,2015-05-26T13:00:00,29.5,29.6,16.0,43.9,0.0,0.0,,0.0,0.0,,16.3,191.0,1022.1,34.2,16.0,528.0,1.9,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",396
2077,New York City,2015-05-26T14:00:00,30.5,30.5,15.9,41.17,0.0,0.0,,0.0,0.0,31.3,11.3,201.0,1021.5,34.2,16.0,402.8,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",386
2078,New York City,2015-05-26T15:00:00,30.2,30.0,15.4,40.76,0.0,0.0,,0.0,0.0,,21.3,181.0,1021.1,34.2,16.0,326.3,1.2,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",412
2097,New York City,2015-05-27T10:00:00,24.5,24.5,18.8,70.5,0.0,0.0,,0.0,0.0,,11.3,217.0,1021.6,95.7,14.2,784.0,2.8,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",298
2098,New York City,2015-05-27T11:00:00,26.1,26.1,19.1,65.38,0.0,0.0,,0.0,0.0,33.5,10.4,217.0,1021.6,88.9,14.2,886.0,3.2,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",326
2099,New York City,2015-05-27T12:00:00,25.1,25.1,19.1,69.19,0.0,0.0,,0.0,0.0,,16.6,160.0,1021.5,100.0,12.9,904.0,3.3,9.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",380
2100,New York City,2015-05-27T13:00:00,27.2,28.4,18.9,60.45,0.0,0.0,,0.0,0.0,,15.4,164.0,1021.0,80.1,14.2,815.5,2.9,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",300
2101,New York City,2015-05-27T14:00:00,28.1,29.3,19.0,57.88,0.0,0.0,,0.0,0.0,,8.2,69.0,1020.3,25.4,14.8,670.5,2.4,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",276
2102,New York City,2015-05-27T15:00:00,27.4,28.5,18.5,58.37,0.0,0.0,,0.0,0.0,30.8,15.2,158.0,1019.5,19.2,14.2,538.3,1.9,5.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",367
2121,New York City,2015-05-28T10:00:00,22.7,22.7,19.0,79.64,0.0,0.0,,0.0,0.0,,5.3,287.0,1021.6,97.5,8.2,661.0,2.4,7.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",307
2122,New York City,2015-05-28T11:00:00,24.5,24.5,19.5,73.68,0.0,0.0,,0.0,0.0,,8.3,190.0,1021.4,90.6,11.2,706.0,2.5,7.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",317
2123,New York City,2015-05-28T12:00:00,26.4,26.4,19.7,66.78,0.0,0.0,,0.0,0.0,,4.1,90.0,1021.1,65.0,11.2,727.5,2.6,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",403
2124,New York City,2015-05-28T13:00:00,27.9,29.3,19.4,60.09,0.0,0.0,,0.0,0.0,,9.1,180.0,1020.6,34.2,11.9,652.5,2.3,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",404
2125,New York City,2015-05-28T14:00:00,28.6,30.1,19.6,58.47,0.0,0.0,,0.0,0.0,27.7,8.9,180.0,1020.3,50.8,12.9,546.8,2.0,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",372
2126,New York City,2015-05-28T15:00:00,28.3,29.7,19.3,58.27,0.0,0.0,,0.0,0.0,,14.6,165.0,1020.0,65.0,12.9,454.3,1.6,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",381
2145,New York City,2015-05-29T10:00:00,22.6,22.6,12.3,52.37,0.0,0.0,,0.0,0.0,,11.5,60.0,1026.0,0.0,16.0,819.5,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",308
2146,New York City,2015-05-29T11:00:00,23.5,23.5,12.4,49.55,0.0,0.0,,0.0,0.0,,9.2,95.0,1025.7,10.5,16.0,925.8,3.3,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",364
2147,New York City,2015-05-29T12:00:00,25.7,25.7,12.0,42.32,0.0,0.0,,0.0,0.0,,7.8,50.0,1025.4,15.6,16.0,977.0,3.5,10.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",454
2148,New York City,2015-05-29T13:00:00,27.3,27.0,11.8,38.3,0.0,0.0,,0.0,0.0,,4.7,19.0,1024.8,19.2,16.0,971.3,3.5,10.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",362
2149,New York City,2015-05-29T14:00:00,28.0,27.6,12.7,38.75,0.0,0.0,,0.0,0.0,,5.0,51.0,1024.5,14.1,16.0,909.3,3.3,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",363
2150,New York City,2015-05-29T15:00:00,27.1,27.0,12.7,40.98,0.0,0.0,,0.0,0.0,,9.2,175.0,1024.6,20.3,16.0,795.8,2.9,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",376
2169,New York City,2015-05-30T10:00:00,24.3,24.3,18.2,68.71,0.0,0.0,,0.0,0.0,,12.5,237.0,1022.6,35.9,16.0,796.8,2.9,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",366
2170,New York City,2015-05-30T11:00:00,25.6,25.6,18.3,64.11,0.0,0.0,,0.0,0.0,25.9,11.4,207.0,1022.1,19.2,16.0,901.5,3.2,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",483
2171,New York City,2015-05-30T12:00:00,27.3,28.2,18.2,57.8,0.0,0.0,,0.0,0.0,30.8,10.1,87.0,1021.7,64.9,16.0,950.8,3.4,10.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,KNYC,72503014732",431
2172,New York City,2015-05-30T13:00:00,27.8,28.7,18.0,55.3,0.0,0.0,,0.0,0.0,29.5,13.5,174.0,1021.0,50.0,16.0,934.8,3.4,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",469
2173,New York City,2015-05-30T14:00:00,28.4,29.4,18.3,54.4,0.0,0.0,,0.0,0.0,35.3,15.9,156.0,1020.3,25.4,16.0,845.8,3.0,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",441
2174,New York City,2015-05-30T15:00:00,28.6,29.4,17.9,52.19,0.0,0.0,,0.0,0.0,46.4,17.4,153.0,1019.7,25.4,16.0,735.3,2.6,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",450
2193,New York City,2015-05-31T10:00:00,24.7,24.7,18.3,67.65,0.0,0.0,,0.0,0.0,27.7,9.0,242.0,1018.0,61.2,16.0,770.5,2.8,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",242
2194,New York City,2015-05-31T11:00:00,25.9,25.9,18.8,64.88,0.18,100.0,rain,0.0,0.0,,14.0,243.0,1017.8,61.2,16.0,849.3,3.1,8.0,,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",309
2195,New York City,2015-05-31T12:00:00,28.0,29.0,18.3,55.65,0.0,0.0,,0.0,0.0,31.7,7.3,296.0,1017.4,82.0,16.0,879.8,3.2,9.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",232
2196,New York City,2015-05-31T13:00:00,29.7,30.9,18.7,51.7,0.0,0.0,,0.0,0.0,32.0,12.0,172.0,1017.0,27.3,16.0,830.5,3.0,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",215
2197,New York City,2015-05-31T14:00:00,28.1,29.1,18.4,55.83,0.0,0.0,,0.0,0.0,27.7,13.1,138.0,1016.3,85.1,16.0,742.3,2.7,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",187
