name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York City,2016-03-11,20,10.1,14.8,20,10.1,14.8,5.2,55.4,1.28,100,4.17,rain,0,0,49.3,34.9,292.2,1019.3,60.2,15.9,199,17.1,7,,2016-03-11T06:13:18,2016-03-11T17:59:02,0.04,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-12,14.1,4.6,10.3,14.1,3,9.6,-0.1,49,0,0,0,,0,0,33.3,15.7,137.1,1023.3,32.8,16,223.3,19.5,8,,2016-03-12T06:11:40,2016-03-12T18:00:08,0.08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-13,16.6,11,13.6,16.6,11,13.6,0.6,43.2,0,0,0,,0,0,,14.6,167.5,1017,52.5,16,75.1,6.3,3,,2016-03-13T07:10:02,2016-03-13T19:01:13,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-14,11.2,4.7,7.4,11.2,-0.6,4.3,2.4,72.6,7.99,100,79.17,rain,0,0,57.4,33.6,77.4,1018,100,11.6,41.3,3.4,1,,2016-03-14T07:08:24,2016-03-14T19:02:18,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-15,13.2,6.7,9.7,13.2,2,8.1,5.9,77.8,0,0,0,,0,0,53.8,34,148,1009.3,83.6,14.1,73.6,6.3,2,,2016-03-15T07:06:46,2016-03-15T19:03:23,0.24,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-16,17.8,8.9,12.2,17.8,8.8,12.1,6.4,68.6,0.48,100,8.33,rain,0,0,27.7,13.5,124.3,1009.8,51,15.5,163.6,14.2,6,,2016-03-16T07:05:07,2016-03-16T19:04:27,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-17,16.5,7.8,11.4,16.5,7,11.1,3.2,60,0.24,100,8.33,rain,0,0,51.7,19.9,214.1,1010.1,47.9,15.7,184.9,16,8,,2016-03-17T07:03:28,2016-03-17T19:05:31,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-18,13.8,7.5,10.8,13.8,4.5,9.8,-3.4,37.3,0.04,100,4.17,rain,0,0,61.1,33.2,290,1009.7,32.1,16,214.2,18.6,8,,2016-03-18T07:01:49,2016-03-18T19:06:36,0.39,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-19,8,2.5,5.7,8,0.2,3.8,-9.2,35.4,0,0,0,,0,0,47.9,22,219.5,1018.3,33.3,16,126.2,11,4,,2016-03-19T07:00:10,2016-03-19T19:07:40,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-20,5,0.4,2.7,1.2,-4.4,-1.6,-8.6,45.2,0.4,100,8.33,"rain,snow",0,0,42.5,25.3,52.4,1019,73.5,14.3,185.5,16.1,6,,2016-03-20T06:58:30,2016-03-20T19:08:44,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-21,9.6,0.4,4.4,6.6,-3.5,1.1,-5.6,55.1,2.39,100,29.17,"rain,snow",0,0,54.3,32.1,262.4,1011,56.8,12.7,240.9,20.9,8,,2016-03-21T06:56:51,2016-03-21T19:09:47,0.48,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-22,12.8,1.9,7.2,12.8,-2,5.2,-6.6,37.8,0,0,0,,0,0,52.2,32.3,252.3,1018.9,19.1,16,244.7,21.1,8,,2016-03-22T06:55:12,2016-03-22T19:10:51,0.5,Clear,Clear conditions throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-23,21.9,9.2,14.5,21.9,6.7,13.8,-0.5,38.2,0,0,0,,0,0,40.7,18.9,222.1,1014.3,32.9,16,121.3,10.5,4,,2016-03-23T06:53:32,2016-03-23T19:11:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-24,12,6.9,9,12,3.4,7,2.9,66.2,0,0,0,,0,0,42.5,24.9,66.6,1016.8,57.5,14.7,160.3,13.9,7,,2016-03-24T06:51:53,2016-03-24T19:12:58,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-25,22.1,7.6,14.8,22.1,5.5,14.5,8.2,67.4,0.8,100,8.33,rain,0,0,46.4,16,174.1,1008.1,79.3,12.6,174.5,15.1,7,,2016-03-25T06:50:13,2016-03-25T19:14:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-26,11.5,3.5,7.1,11.5,-0.5,4.9,-0.8,57.8,0,0,0,,0,0,42.5,21.5,66.2,1024.9,38,16,261,22.6,8,,2016-03-26T06:48:34,2016-03-26T19:15:04,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-27,11.6,6.2,7.7,11.6,3.6,6.2,1.7,66.1,0,0,0,,0,0,28.8,16.3,102.9,1027.2,80.1,16,145.3,12.5,5,,2016-03-27T06:46:55,2016-03-27T19:16:08,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-28,16.3,5.9,9.3,16.3,2.2,7.6,3.8,71.7,9.42,100,41.67,rain,0,0,65.1,41.4,156.5,1007,94.7,10.9,123.1,10.6,5,,2016-03-28T06:45:16,2016-03-28T19:17:11,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-29,11.5,6.3,8.8,11.5,2.7,6.1,-7,34.1,0,0,0,,0,0,70.1,39.8,302.7,1013.3,33.5,16,277.2,23.9,9,,2016-03-29T06:43:37,2016-03-29T19:18:14,0.65,Partially cloudy,Clearing in the afternoon.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-30,11.6,2.8,7.4,11.6,0.1,5.9,-7.4,35.3,0,0,0,,0,0,38.9,29.9,200,1025.4,14.3,16,276.6,24,9,,2016-03-30T06:41:58,2016-03-30T19:19:17,0.7,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-31,22.1,9.2,15.6,22.1,7,15.2,5.7,52.9,0,0,0,,0,0,50.2,22.9,196.3,1014.5,45,16,226.3,19.6,8,,2016-03-31T06:40:19,2016-03-31T19:20:20,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-01,25.9,16.7,19.6,25.9,16.7,19.6,13.8,70.4,0.37,100,8.33,rain,0,0,63,23.3,212.3,1002.7,84.4,15.6,137.3,11.9,7,,2016-04-01T06:38:41,2016-04-01T19:21:22,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-02,17,9.6,12.2,17,7.9,12.1,5.8,65.9,3.63,100,16.67,rain,0,0,35.3,21.1,187.3,999.4,85.5,15.2,146,12.8,7,,2016-04-02T06:37:03,2016-04-02T19:22:25,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-03,10.2,1.5,4.3,10.2,-5.3,0,-8.1,43.9,2.42,100,16.67,rain,0,0,75.2,40.3,284,1005,59.4,15.8,260.2,22.4,9,,2016-04-03T06:35:25,2016-04-03T19:23:28,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-04,6.6,0,3.9,4.4,-5,0.6,-1.9,69.1,11.9,100,50,rain,0,0,48.1,21.9,50,1013,98.9,12.5,154.3,13.3,7,,2016-04-04T06:33:48,2016-04-04T19:24:31,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-05,5.5,-3.1,1.1,2.7,-10.1,-3.7,-12.8,38.4,0,0,0,,0,0,51.4,27.4,163.8,1024.2,38,16,294.6,25.3,9,,2016-04-05T06:32:11,2016-04-05T19:25:34,0.98,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-06,7.7,-1,4,5.7,-3.5,1.6,-8.9,39.5,0,0,0,,0,0,52.3,32.7,146,1024.7,27.2,16,276.6,23.9,9,,2016-04-06T06:30:34,2016-04-06T19:26:36,1,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-07,14.3,8.2,12.1,14.3,6.7,11.8,6.8,70.9,2.31,100,16.67,rain,0,0,54.2,22.1,186.7,1002.8,73.2,15.2,86.2,7.2,3,,2016-04-07T06:28:58,2016-04-07T19:27:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-08,11.3,6.3,8,11.3,3.5,5.4,-2.8,47.6,0.18,100,4.17,rain,0,0,49.4,28,267,1002.6,59.7,16,208.9,17.9,7,,2016-04-08T06:27:23,2016-04-08T19:28:42,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-09,6.1,2.8,4.4,5.1,-0.4,1.8,-3.4,58.6,2.55,100,25,rain,0,0,38.2,18.7,106.5,1008.2,72,14.8,81.5,7,2,,2016-04-09T06:25:47,2016-04-09T19:29:45,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-10,9.6,-0.4,4.8,7.9,-5.1,1.7,-8.6,38.4,0,0,0,,0,0,49.6,27.7,268.2,1024.1,24.6,16,298.8,25.8,9,,2016-04-10T06:24:13,2016-04-10T19:30:48,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-11,16.6,6.3,11.3,16.6,3.7,10.2,2.7,56.6,0.69,100,12.5,rain,0,0,42.5,22.6,182,1021,80.7,15.6,206.4,17.9,7,,2016-04-11T06:22:39,2016-04-11T19:31:50,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-12,14.2,7.5,11.6,14.2,5.2,11,3.6,61.3,5.1,100,25,rain,0,0,51.8,28.5,257.1,1017.3,54.1,14.8,172.5,14.8,6,,2016-04-12T06:21:05,2016-04-12T19:32:53,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-13,13.7,4.6,8.8,13.7,2.3,7.5,-4,41.3,0,0,0,,0,0,33.5,20,167.5,1027.6,8.8,16,304,26.1,9,,2016-04-13T06:19:32,2016-04-13T19:33:56,0.22,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-14,16.2,6.4,10.2,16.2,3.3,9.2,-2,44.9,0,0,0,,0,0,29.5,17.7,138,1027.1,20.4,16,299.3,25.8,9,,2016-04-14T06:18:00,2016-04-14T19:34:59,0.27,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-15,17.4,6.1,10.9,17.4,4.8,10.5,-1.7,46.2,0,0,0,,0,0,25.9,17.7,134.8,1029.6,4.1,16,303.5,26.3,9,,2016-04-15T06:16:28,2016-04-15T19:36:02,0.32,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-16,18.8,6.7,11.8,18.8,4.7,11.4,-3,41.1,0,0,0,,0,0,31.7,18.7,72,1030.1,20.8,16,306.3,26.5,9,,2016-04-16T06:14:57,2016-04-16T19:37:05,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-17,22.8,7.5,13.9,22.8,5.9,13.7,-0.5,42.5,0,0,0,,0,0,,15.2,167.9,1028.6,11.4,16,302.3,26.3,9,,2016-04-17T06:13:27,2016-04-17T19:38:08,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-18,26.8,10.4,18.2,25.8,10.4,18.1,-0.2,32.5,0,0,0,,0,0,25.9,17.4,108,1021.9,25,16,304.2,26.3,9,,2016-04-18T06:11:58,2016-04-18T19:39:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-19,21.5,15.2,18.8,21.5,15.2,18.8,-0.7,27.7,0,0,0,,0,0,46.4,31.6,226.6,1016,37.8,16,296.9,25.8,9,,2016-04-19T06:10:29,2016-04-19T19:40:13,0.47,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-20,19.7,10.1,14.5,19.7,10.1,14.5,-5.7,26.5,0,0,0,,0,0,37.1,21.2,187.7,1023,5,16,319.6,27.5,10,,2016-04-20T06:09:02,2016-04-20T19:41:16,0.49,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-21,21.9,9.3,16.1,21.9,7.4,15.9,1.8,39.1,0,0,0,,0,0,42.5,26.7,211.8,1019.2,24.6,16,254.1,21.9,8,,2016-04-21T06:07:35,2016-04-21T19:42:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-22,25.3,16.9,21.6,25.3,16.9,21.6,11.5,53.2,0,0,0,,0,0,33.5,20.7,190.1,1011.9,46.7,15.7,196,16.9,7,,2016-04-22T06:06:09,2016-04-22T19:43:22,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-23,21.7,14.6,17.9,21.7,14.6,17.9,9.7,62.1,2.88,100,25,rain,0,0,47.9,23.7,146.2,1010,69.2,13.8,214.5,18.6,7,,2016-04-23T06:04:44,2016-04-23T19:44:25,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-24,20.1,8.4,13.1,20.1,5.8,12.6,-4.5,30.9,0,0,0,,0,0,39.2,20,114,1016.8,13.7,16,315.4,27.4,9,,2016-04-24T06:03:20,2016-04-24T19:45:28,0.53,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-25,19.2,10.5,14.7,19.2,10.5,14.7,4.4,51.7,0,0,0,,0,0,,14.6,64.5,1014.9,49.1,16,260.5,22.3,9,,2016-04-25T06:01:56,2016-04-25T19:46:30,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-26,15.5,8.6,12,15.5,5.8,11.6,8.6,80.1,5.21,100,20.83,rain,0,0,42.5,21.3,57.5,1007.3,85.8,11.5,217,18.8,8,,2016-04-26T06:00:34,2016-04-26T19:47:33,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-27,15.8,8,11.2,15.8,5.9,10.6,4.3,63.3,0,0,0,,0,0,29.5,16.6,88.5,1012.4,67.9,16,213.3,18.6,8,,2016-04-27T05:59:13,2016-04-27T19:48:36,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-28,14.2,8.8,11.2,14.2,6.6,10.7,-0.5,46.5,0,0,0,,0,0,31.7,17.7,150.3,1016.4,48.6,15.9,127.6,11.2,4,,2016-04-28T05:57:53,2016-04-28T19:49:38,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-29,13.8,8.2,10.8,13.8,6.5,10.3,0.9,52.1,0.8,100,16.67,rain,0,0,32.4,21.3,71.8,1018.8,99.7,15.9,161.9,14,6,,2016-04-29T05:56:35,2016-04-29T19:50:41,0.72,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-04-30,17.4,7.8,11.7,17.4,6,11.2,2.4,54.8,0.18,100,4.17,rain,0,0,29.5,16.2,96.2,1022.6,64.5,16,269.8,23.5,8,,2016-04-30T05:55:17,2016-04-30T19:51:43,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-01,10.2,7.2,9,10.2,4.4,7.7,4.6,75.3,4.1,100,45.83,rain,0,0,25.9,17.4,106.7,1021.6,91.7,12.5,70.5,6,2,,2016-05-01T05:54:00,2016-05-01T19:52:45,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-02,15.4,7.4,11.1,15.4,5.6,10.6,8.2,83.1,0,0,0,,0,0,,10.1,167.9,1014.9,86.8,9,148.8,12.9,5,,2016-05-02T05:52:45,2016-05-02T19:53:47,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-03,13.6,11.1,11.7,13.6,11.1,11.7,10.2,90.8,16.43,100,54.17,rain,0,0,40.7,18.1,75.7,1011,99.7,8.5,100.3,8.7,4,,2016-05-03T05:51:31,2016-05-03T19:54:49,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-04,11,9.6,10.3,11,6.8,10,7.8,84.2,0.4,100,25,rain,0,0,38.9,22.3,64.4,1008.2,100,12.9,115.7,10.1,4,,2016-05-04T05:50:18,2016-05-04T19:55:51,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-05,13.8,8.3,11,13.8,6,10,6.2,73,0,0,0,,0,0,34.9,21,46.7,1005.2,100,15.4,117,10.1,3,,2016-05-05T05:49:07,2016-05-05T19:56:53,0.99,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-06,12,9.2,10.4,12,6.1,9.5,8.1,86.1,13.42,100,58.33,rain,0,0,40.4,24.3,67.4,1006.4,100,12.2,87.3,7.6,5,,2016-05-06T05:47:57,2016-05-06T19:57:54,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-07,14.3,9,11.4,14.3,6.7,10.8,8.9,84.8,0.22,100,8.33,rain,0,0,27.7,15.5,74.3,1008.2,90.6,12.1,178,15.5,6,,2016-05-07T05:46:48,2016-05-07T19:58:55,0,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-08,18.5,9.7,13.7,18.5,9.7,13.7,4.6,62,2.05,100,12.5,rain,0,0,55.4,35,228.2,1006.4,58.7,13.4,253.7,21.9,10,,2016-05-08T05:45:41,2016-05-08T19:59:55,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-09,22.4,11,17,22.4,11,17,1.4,35.9,0,0,0,,0,0,55.8,32.9,258.2,1015,40.7,16,298.6,25.8,9,,2016-05-09T05:44:35,2016-05-09T20:00:56,0.05,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-10,16.8,10.3,13.9,16.8,10.3,13.9,-1.1,36.4,0,0,0,,0,0,37.1,21.8,147.2,1022.6,39.8,16,148.7,12.8,5,,2016-05-10T05:43:30,2016-05-10T20:01:56,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-11,23.3,10.5,17.6,23.3,10.5,17.6,4.3,45.2,0,0,0,,0,0,27.7,15.9,173.7,1020.8,37.8,16,160.7,14.1,6,,2016-05-11T05:42:27,2016-05-11T20:02:56,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-12,24.6,13.7,18.9,24.6,13.7,18.9,6.2,46.7,0,0,0,,0,0,,15.5,98.1,1018.9,31.1,15.9,337.4,29.3,10,,2016-05-12T05:41:26,2016-05-12T20:03:55,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-13,18.2,14.3,16.6,18.2,14.3,16.6,13.9,84.6,3.54,100,20.83,rain,0,0,27.7,15.3,160.8,1011.2,89.2,13,112.9,9.8,4,,2016-05-13T05:40:26,2016-05-13T20:04:54,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
