name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York City,2016-05-14,22.2,14.2,18.2,22.2,14.2,18.2,11.6,67.7,0,0,0,,0,0,60.5,37.9,231.8,1006.3,68,16,233,20.2,8,,2016-05-14T05:39:28,2016-05-14T20:05:52,0.28,Partially cloudy,Partly cloudy throughout the day.,wind,"KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-15,15.1,8.2,11.8,15.1,4.8,10.9,1.9,51.3,0,0,0,,0,0,63.6,38.1,277.1,1008.6,67.1,16,298.9,25.8,9,,2016-05-15T05:38:31,2016-05-15T20:06:50,0.34,Partially cloudy,Partly cloudy throughout the day.,wind,"KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-16,19.4,5.8,12.4,19.4,1.8,10.7,-2.2,38.4,0,0,0,,0,0,62.7,39.7,268.6,1017.3,29.5,16,343,29.7,10,,2016-05-16T05:37:36,2016-05-16T20:07:47,0.38,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-17,18.8,13.1,15,18.8,13.1,15,4.6,51.3,0,0,0,,0,0,38.9,24.4,227.5,1021.1,78.3,16,160.7,14,5,,2016-05-17T05:36:42,2016-05-17T20:08:44,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-18,19.4,11.5,14.6,19.4,11.5,14.6,5,55,0,0,0,,0,0,31.7,18.9,128.7,1019.8,83.8,16,294.7,25.4,10,,2016-05-18T05:35:51,2016-05-18T20:09:40,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-19,21.6,13,16,21.6,13,16,5.9,52.2,0,0,0,,0,0,27.7,14.9,73.6,1019,75.6,16,264.3,22.6,7,,2016-05-19T05:35:01,2016-05-19T20:10:36,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-20,24,12.7,18.2,24,12.7,18.2,4.5,41.9,0,0,0,,0,0,31.7,13.4,226,1022.6,18.7,16,341.2,29.5,10,,2016-05-20T05:34:12,2016-05-20T20:11:31,0.49,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-21,18.6,13.4,15.9,18.6,13.4,15.9,6.9,56.5,1.26,100,12.5,rain,0,0,,16.1,97.5,1018.5,66.1,15.7,120.3,10.5,4,,2016-05-21T05:33:26,2016-05-21T20:12:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-22,20.8,11.5,16,20.8,11.5,16,9.6,67.6,1.91,100,20.83,rain,0,0,,14.3,104.5,1010.2,89.3,15.7,288.9,25,9,,2016-05-22T05:32:41,2016-05-22T20:13:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-23,24.1,13.3,18.2,24.1,13.3,18.2,10.7,63.9,0.41,100,12.5,rain,0,0,29.5,13.3,103.7,1012.3,38.1,15.1,258.2,22.1,9,,2016-05-23T05:31:58,2016-05-23T20:14:11,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-24,22.7,14.6,18.3,22.7,14.6,18.3,12.4,70.1,4.75,100,33.33,rain,0,0,,11.6,216.8,1013,94.7,13.7,149.1,12.8,5,,2016-05-24T05:31:17,2016-05-24T20:15:03,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-25,31.1,16.1,24.1,29.2,16.1,23.5,8.9,42.6,0,0,0,,0,0,38.9,15.1,274.3,1017,15,14.8,344.2,29.8,9,,2016-05-25T05:30:38,2016-05-25T20:15:54,0.56,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-26,32.1,20.9,26.4,30.4,20.9,25.9,10.5,37.8,0,0,0,,0,0,35.7,14.5,211.8,1017.9,28.6,14.4,320,27.6,9,,2016-05-26T05:30:00,2016-05-26T20:16:44,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-27,30.1,22.5,25.5,31.3,22.5,25.8,16.6,58.1,0,0,0,,0,0,31.5,16.6,154.4,1017.2,32.9,13.2,267.3,23.2,8,,2016-05-27T05:29:25,2016-05-27T20:17:33,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-28,32.7,22,27,34.4,22,27.7,17.6,57,0,0,0,,0,0,33.5,19.6,200.4,1018.9,29.7,13.7,231.1,20,7,,2016-05-28T05:28:51,2016-05-28T20:18:21,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-29,29.9,22.3,25.3,29.9,22.3,25.3,15.9,57.1,0,0,0,,0,0,35.3,19.3,199.4,1019.3,27.7,15.2,312.8,27,9,,2016-05-29T05:28:19,2016-05-29T20:19:08,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-30,26.6,20.6,23.1,26.6,20.6,23.1,20.1,84,26.65,100,33.33,rain,0,0,29.5,18.2,189.4,1014.9,80,12.1,180.8,15.5,7,,2016-05-30T05:27:49,2016-05-30T20:19:54,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-05-31,29,22.3,24.6,29.2,22.3,24.7,17.9,67.9,0,0,0,,0,0,29.5,14.6,197,1013.8,54.9,14.3,322.8,28.1,10,,2016-05-31T05:27:22,2016-05-31T20:20:38,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
