name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
New York City,2017-04-19,11.3,7.5,9.2,11.3,5,7.6,4,70,0,0,0,,0,0,38.9,25.6,133.8,1030.6,80.5,16,238.3,20.5,8,,2017-04-19T06:10:50,2017-04-19T19:39:58,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-20,18.3,10.1,13.3,18.3,10.1,13.3,9.1,76.9,4.25,100,16.67,rain,0,0,33.5,18.5,76.1,1019.2,82.9,13,180.1,15.4,6,,2017-04-20T06:09:22,2017-04-20T19:41:00,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-21,12.7,9,10.4,12.7,6.5,9.7,8.7,89.6,4.7,100,20.83,rain,0,0,33.5,18.2,68.8,1014.2,95.5,11.7,118.8,10.3,4,,2017-04-21T06:07:55,2017-04-21T19:42:03,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-22,13.3,9.1,11.4,13.3,6.8,11.1,8.5,83,2.38,100,29.17,rain,0,0,39.6,15.6,139.2,1013.6,87.9,13.6,129.2,11.2,5,,2017-04-22T06:06:29,2017-04-22T19:43:06,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-23,18,8.1,12.2,18,6.2,11.7,3,54.9,0,0,0,,0,0,,15.8,154.2,1018.7,24.2,16,268.5,23.2,8,,2017-04-23T06:05:04,2017-04-23T19:44:09,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-24,15,8.8,12.3,15,8.8,12.3,5.8,65.2,0,0,0,,0,0,,14.7,99,1020.6,56.2,15.8,153.4,13.3,6,,2017-04-24T06:03:39,2017-04-24T19:45:12,0.98,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-25,12.7,9.7,11.1,12.7,7,11,9.6,90.6,19.87,100,54.17,rain,0,0,57.6,33.5,64,1016.7,93.6,11.7,120.3,10.3,5,,2017-04-25T06:02:16,2017-04-25T19:46:15,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-26,15.4,11.2,13.6,15.4,11.2,13.6,12.7,93.9,7.69,100,45.83,rain,0,0,39.3,22.1,57.9,1008.5,98.3,9.1,154.2,13.4,4,,2017-04-26T06:00:54,2017-04-26T19:47:17,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-27,20,13.9,16.4,20,13.9,16.4,14.2,87.7,0.07,100,4.17,rain,0,0,35.3,17.4,155.6,1011.8,87.1,6.8,267.7,23.1,9,,2017-04-27T05:59:32,2017-04-27T19:48:20,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,72502014734,KLGA,KNYC,72503014732"
New York City,2017-04-28,28.5,13.9,20.9,27.6,13.9,20.7,12.1,64.5,0,0,0,,0,0,40.7,22.2,175,1014.3,49.4,9.2,299.3,25.9,9,,2017-04-28T05:58:12,2017-04-28T19:49:23,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-29,29.4,18.4,24.2,29.3,18.4,24.2,15,58.9,1.87,100,8.33,rain,0,0,52.2,25.3,249,1015.8,33.6,15.2,239.8,20.7,9,,2017-04-29T05:56:53,2017-04-29T19:50:25,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-30,21.1,12,15.7,21.1,12,15.7,5.5,51.1,0,0,0,,0,0,31.7,20,126.9,1022.4,87.7,16,281.6,24.5,9,,2017-04-30T05:55:35,2017-04-30T19:51:28,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-05-01,21.8,9.6,15,21.8,8.1,14.8,11.3,79.6,0,0,0,,0,0,40.7,18.2,79.5,1013.3,67.7,10.6,265.7,22.9,8,,2017-05-01T05:54:18,2017-05-01T19:52:30,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-05-02,23.8,18.3,21,23.8,18.3,21,10.4,55.2,0,0,0,,0,0,62.1,31.6,244,1002.8,59.7,15.4,319.7,27.7,9,,2017-05-02T05:53:03,2017-05-02T19:53:32,0.22,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-05-03,18.5,13.2,16.2,18.5,13.2,16.2,1.3,36.8,0,0,0,,0,0,51.7,33.5,298.1,1012.9,53.6,16,272,23.5,8,,2017-05-03T05:51:49,2017-05-03T19:54:34,0.27,Partially cloudy,Partly cloudy throughout the day.,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-05-04,17,9,12.8,17,7.4,12.6,1,46.1,0,0,0,,0,0,35.3,18.9,115.3,1023.3,20.4,16,265.1,23,9,,2017-05-04T05:50:35,2017-05-04T19:55:36,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-05-05,15.5,11.2,13,15.5,11.2,13,11,88.2,73.64,100,45.83,rain,0,0,51.8,28.2,81.8,1008.5,83.5,9.8,62.5,5.3,2,,2017-05-05T05:49:24,2017-05-05T19:56:37,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-05-06,18.5,12.7,15.6,18.5,12.7,15.6,12.3,81.6,2.6,100,20.83,rain,0,0,55.4,33.1,169.9,996.1,72.6,10.7,225.5,19.4,8,,2017-05-06T05:48:13,2017-05-06T19:57:38,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-05-07,12.5,9.8,11.3,12.5,7.6,11.1,5,65.4,0.18,100,4.17,rain,0,0,45.2,26.7,256.7,1003.5,67.9,15.6,242.2,20.9,8,,2017-05-07T05:47:04,2017-05-07T19:58:40,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
