,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,Taxi drives per hour
2628,New York City,2016-03-18T14:00:00,13.4,13.4,-5.6,26.21,0.0,0.0,,0.0,0.0,46.3,24.9,298.0,1008.8,95.7,16.0,552.3,2.0,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11909
2629,New York City,2016-03-18T15:00:00,13.1,13.1,-5.3,27.42,0.0,0.0,,0.0,0.0,47.2,16.1,277.0,1008.9,90.6,16.0,412.3,1.5,4.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",12948
2630,New York City,2016-03-18T16:00:00,13.7,13.7,-4.6,27.82,0.0,0.0,,0.0,0.0,42.0,19.0,282.0,1009.1,50.8,16.0,299.5,1.1,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10446
2648,New York City,2016-03-19T10:00:00,4.5,2.9,-8.1,39.63,0.0,0.0,,0.0,0.0,,6.7,20.0,1020.6,34.2,16.0,335.6,1.2,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9379
2649,New York City,2016-03-19T11:00:00,4.8,3.4,-9.3,35.23,0.0,0.0,,0.0,0.0,,6.3,351.5,1020.9,34.2,16.0,429.6,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11316
2650,New York City,2016-03-19T12:00:00,6.0,3.9,-8.9,33.54,0.0,0.0,,0.0,0.0,,9.9,308.0,1020.1,35.9,16.0,438.0,1.6,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",12144
2651,New York City,2016-03-19T13:00:00,6.7,6.0,-12.6,23.85,0.0,0.0,,0.0,0.0,,5.0,331.0,1019.4,34.2,16.0,395.1,1.4,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",13004
2652,New York City,2016-03-19T14:00:00,7.0,5.0,-13.1,22.39,0.0,0.0,,0.0,0.0,,10.1,319.0,1018.9,50.8,16.0,302.1,1.1,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",12573
2653,New York City,2016-03-19T15:00:00,7.3,5.2,-12.3,23.41,0.0,0.0,,0.0,0.0,,11.3,313.0,1018.2,50.8,16.0,266.1,1.0,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",12454
2654,New York City,2016-03-19T16:00:00,7.5,7.5,-13.0,21.86,0.0,0.0,,0.0,0.0,,1.7,343.0,1017.4,34.2,16.0,230.8,0.8,2.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11719
2672,New York City,2016-03-20T10:00:00,1.4,-4.0,-10.9,39.38,0.0,0.0,,0.0,0.0,38.9,24.6,61.0,1021.8,88.9,16.0,544.5,2.0,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",7864
2673,New York City,2016-03-20T11:00:00,1.4,-4.1,-9.4,44.33,0.0,0.0,,0.0,0.0,,25.3,59.0,1021.4,95.7,16.0,612.8,2.2,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10583
2674,New York City,2016-03-20T12:00:00,2.3,-1.6,-7.8,47.06,0.0,0.0,,0.0,0.0,,15.5,56.0,1021.4,97.5,16.0,592.8,2.1,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",12008
2675,New York City,2016-03-20T13:00:00,2.9,-0.6,-6.8,48.76,0.0,0.0,,0.0,0.0,,13.9,36.0,1020.5,98.2,16.0,584.8,2.1,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",12349
2676,New York City,2016-03-20T14:00:00,3.9,-0.1,-6.1,47.91,0.0,0.0,,0.0,0.0,31.3,19.1,63.0,1019.7,98.2,16.0,519.5,1.9,5.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11439
2677,New York City,2016-03-20T15:00:00,5.0,1.2,-5.6,46.54,0.0,0.0,,0.0,0.0,27.7,19.0,47.0,1018.4,61.2,16.0,414.9,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10475
2678,New York City,2016-03-20T16:00:00,4.5,0.7,-5.0,50.23,0.0,0.0,,0.0,0.0,31.0,17.4,58.0,1017.3,85.1,16.0,277.4,1.0,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10318
2696,New York City,2016-03-21T10:00:00,3.3,1.4,-1.9,68.61,0.0,0.0,,0.0,0.0,,7.2,285.0,1010.2,30.7,16.0,618.8,2.2,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10088
2697,New York City,2016-03-21T11:00:00,4.9,1.6,-3.8,53.62,0.0,0.0,,0.0,0.0,,14.9,272.0,1010.2,14.1,16.0,700.5,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9099
2698,New York City,2016-03-21T12:00:00,7.1,4.5,-4.6,43.42,0.0,0.0,,0.0,0.0,35.3,13.6,298.0,1009.4,19.2,16.0,779.5,2.8,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9873
2699,New York City,2016-03-21T13:00:00,8.6,5.1,-6.3,34.22,0.0,0.0,,0.0,0.0,37.8,25.4,276.0,1008.9,88.9,16.0,823.0,3.0,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9444
2700,New York City,2016-03-21T14:00:00,9.1,6.4,-12.3,20.69,0.0,0.0,,0.0,0.0,39.8,19.5,302.0,1008.2,27.1,16.0,768.8,2.8,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9746
2701,New York City,2016-03-21T15:00:00,9.3,6.6,-12.5,19.97,0.0,0.0,,0.0,0.0,41.9,19.2,292.0,1007.9,10.5,16.0,639.0,2.3,6.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10116
2702,New York City,2016-03-21T16:00:00,9.6,6.3,-11.5,21.24,0.0,0.0,,0.0,0.0,47.1,27.0,291.0,1008.0,46.4,16.0,406.6,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9774
2720,New York City,2016-03-22T10:00:00,5.2,1.8,-8.4,36.9,0.0,0.0,,0.0,0.0,31.7,16.3,268.0,1022.5,34.2,16.0,612.3,2.2,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11309
2721,New York City,2016-03-22T11:00:00,6.5,3.5,-8.9,32.36,0.0,0.0,,0.0,0.0,33.2,16.0,272.0,1022.6,34.2,16.0,724.5,2.6,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10197
2722,New York City,2016-03-22T12:00:00,7.7,5.1,-9.1,29.4,0.0,0.0,,0.0,0.0,33.5,14.9,240.0,1021.6,34.2,16.0,795.3,2.9,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10901
2723,New York City,2016-03-22T13:00:00,9.3,6.7,-9.1,26.32,0.0,0.0,,0.0,0.0,35.3,18.4,267.0,1020.6,25.4,16.0,816.3,2.9,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10364
2724,New York City,2016-03-22T14:00:00,11.0,11.0,-8.9,23.93,0.0,0.0,,0.0,0.0,35.6,13.1,264.0,1019.5,14.1,16.0,749.3,2.7,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10647
2725,New York City,2016-03-22T15:00:00,12.5,12.5,-8.2,22.74,0.0,0.0,,0.0,0.0,35.6,13.9,234.0,1018.1,14.1,16.0,622.3,2.2,6.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10607
2726,New York City,2016-03-22T16:00:00,12.7,12.7,-6.4,25.93,0.0,0.0,,0.0,0.0,43.4,16.3,232.0,1017.8,35.9,16.0,449.6,1.6,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9765
2744,New York City,2016-03-23T10:00:00,13.2,13.2,0.2,40.76,0.0,0.0,,0.0,0.0,31.3,18.9,246.0,1014.1,34.2,16.0,299.0,1.1,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11082
2745,New York City,2016-03-23T11:00:00,14.7,14.7,-0.6,34.9,0.0,0.0,,0.0,0.0,,11.6,240.0,1014.2,36.7,16.0,335.0,1.2,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10411
2746,New York City,2016-03-23T12:00:00,16.0,16.0,-0.9,31.62,0.0,0.0,,0.0,0.0,,12.7,257.0,1013.9,38.4,16.0,336.3,1.2,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11053
2747,New York City,2016-03-23T13:00:00,17.4,17.4,-1.9,26.88,0.0,0.0,,0.0,0.0,30.4,18.0,252.0,1013.9,38.4,16.0,314.6,1.1,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10847
2748,New York City,2016-03-23T14:00:00,18.7,18.7,-2.5,23.53,0.0,0.0,,0.0,0.0,34.2,14.7,256.0,1013.6,36.7,16.0,377.3,1.4,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10990
2749,New York City,2016-03-23T15:00:00,19.9,19.9,-1.9,23.01,0.0,0.0,,0.0,0.0,33.5,16.3,264.0,1013.6,36.7,16.0,304.4,1.1,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10803
2750,New York City,2016-03-23T16:00:00,20.9,20.9,-2.0,21.47,0.0,0.0,,0.0,0.0,35.3,12.7,254.0,1013.4,34.2,16.0,322.4,1.2,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9781
2768,New York City,2016-03-24T10:00:00,8.6,5.3,1.2,59.82,0.0,0.0,,0.0,0.0,40.7,24.2,67.0,1019.6,95.7,16.0,361.5,1.3,4.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11579
2769,New York City,2016-03-24T11:00:00,9.5,6.9,2.0,59.51,0.0,0.0,,0.0,0.0,,18.1,66.0,1019.5,54.2,16.0,577.0,2.1,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,72502014734,72503014732",10807
2770,New York City,2016-03-24T12:00:00,9.9,7.2,2.2,58.99,0.0,0.0,,0.0,0.0,35.3,20.5,58.0,1018.8,34.2,16.0,664.3,2.4,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",12013
2771,New York City,2016-03-24T13:00:00,10.7,10.7,2.5,56.86,0.0,0.0,,0.0,0.0,33.5,19.8,67.0,1018.1,34.2,16.0,629.5,2.3,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11343
2772,New York City,2016-03-24T14:00:00,11.8,11.8,3.1,55.13,0.0,0.0,,0.0,0.0,31.7,21.2,59.0,1017.1,35.9,16.0,545.0,2.0,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11511
2773,New York City,2016-03-24T15:00:00,11.5,11.5,3.2,56.55,0.0,0.0,,0.0,0.0,25.9,14.9,71.0,1016.2,77.7,16.0,415.5,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,KNYC,72503014732",11452
2774,New York City,2016-03-24T16:00:00,10.7,10.7,3.0,58.9,0.0,0.0,,0.0,0.0,33.5,22.4,72.0,1015.4,95.7,16.0,229.3,0.8,2.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9902
2792,New York City,2016-03-25T10:00:00,16.9,16.9,12.2,73.64,0.0,0.0,,0.0,0.0,,7.9,160.0,1005.9,100.0,15.0,242.4,0.9,2.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10068
2793,New York City,2016-03-25T11:00:00,18.5,18.5,12.2,66.76,0.0,0.0,,0.0,0.0,44.6,8.4,18.0,1006.3,100.0,14.4,484.6,1.7,5.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10156
2794,New York City,2016-03-25T12:00:00,19.2,19.2,12.4,65.08,0.0,0.0,,0.0,0.0,46.4,11.9,184.0,1006.1,100.0,14.8,660.8,2.4,7.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11185
2795,New York City,2016-03-25T13:00:00,17.8,17.8,13.9,78.29,0.52,100.0,rain,0.0,0.0,27.7,9.5,10.0,1006.4,100.0,4.0,561.8,2.0,6.0,,"Rain, Overcast",rain,"72505394728,KLGA,KNYC",12542
2796,New York City,2016-03-25T14:00:00,20.0,20.0,13.7,66.83,0.28,100.0,rain,0.0,0.0,42.5,4.7,336.0,1006.2,88.9,16.0,573.8,2.1,6.0,,"Rain, Partially cloudy",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11090
2797,New York City,2016-03-25T15:00:00,21.9,21.9,11.5,51.57,0.0,0.0,,0.0,0.0,,13.2,255.0,1005.6,90.6,16.0,587.8,2.1,6.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11762
2798,New York City,2016-03-25T16:00:00,22.1,22.1,10.9,49.0,0.0,0.0,,0.0,0.0,,9.7,248.0,1005.7,88.9,16.0,435.8,1.6,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10806
2816,New York City,2016-03-26T10:00:00,6.6,3.6,-2.9,51.06,0.0,0.0,,0.0,0.0,27.7,15.5,6.0,1026.1,19.2,16.0,664.3,2.4,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",8078
2817,New York City,2016-03-26T11:00:00,7.5,6.0,-2.2,49.96,0.0,0.0,,0.0,0.0,,8.5,65.0,1027.0,19.2,16.0,779.8,2.8,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9633
2818,New York City,2016-03-26T12:00:00,9.2,7.8,-1.4,47.46,0.0,0.0,,0.0,0.0,,9.5,44.0,1027.0,19.2,16.0,843.0,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10742
2819,New York City,2016-03-26T13:00:00,9.7,8.3,-1.3,45.95,0.0,0.0,,0.0,0.0,,10.5,56.0,1026.9,19.2,16.0,839.8,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11167
2820,New York City,2016-03-26T14:00:00,11.5,11.5,-0.8,42.62,0.0,0.0,,0.0,0.0,,11.4,75.0,1026.3,15.6,16.0,775.0,2.8,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10540
2821,New York City,2016-03-26T15:00:00,11.5,11.5,-0.3,44.01,0.0,0.0,,0.0,0.0,25.9,13.9,87.0,1025.7,15.6,16.0,650.3,2.3,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10492
2822,New York City,2016-03-26T16:00:00,11.2,11.2,0.3,46.9,0.0,0.0,,0.0,0.0,31.7,11.5,87.0,1026.2,70.3,16.0,479.5,1.7,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10906
2840,New York City,2016-03-27T10:00:00,7.7,5.9,1.5,65.04,0.0,0.0,,0.0,0.0,,10.1,63.0,1029.4,95.7,16.0,386.4,1.4,4.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",7401
2841,New York City,2016-03-27T11:00:00,8.5,7.4,1.7,62.28,0.0,0.0,,0.0,0.0,,7.0,61.0,1029.2,95.7,16.0,401.1,1.4,4.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9378
2842,New York City,2016-03-27T12:00:00,10.0,10.0,1.6,56.06,0.0,0.0,,0.0,0.0,,4.5,47.0,1028.7,88.9,16.0,430.0,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9615
2843,New York City,2016-03-27T13:00:00,10.3,10.3,1.8,55.63,0.0,0.0,,0.0,0.0,,8.9,50.0,1028.3,88.9,16.0,462.9,1.7,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9880
2844,New York City,2016-03-27T14:00:00,11.6,11.6,2.1,52.22,0.0,0.0,,0.0,0.0,,5.3,47.0,1027.0,50.8,16.0,453.5,1.6,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9475
2845,New York City,2016-03-27T15:00:00,10.7,10.7,2.0,55.0,0.0,0.0,,0.0,0.0,28.8,13.1,156.0,1026.4,34.2,16.0,357.4,1.3,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9120
2846,New York City,2016-03-27T16:00:00,9.8,7.5,1.7,56.88,0.0,0.0,,0.0,0.0,,16.3,158.0,1025.7,36.7,16.0,252.6,0.9,3.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",8951
2864,New York City,2016-03-28T10:00:00,6.9,4.5,5.2,88.78,1.82,100.0,rain,0.0,0.0,,12.4,45.0,1006.1,100.0,3.6,189.9,0.7,2.0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",12521
2865,New York City,2016-03-28T11:00:00,7.3,4.6,5.7,89.82,2.15,100.0,rain,0.0,0.0,37.1,15.1,71.0,1004.9,100.0,4.6,323.5,1.2,3.0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10736
2866,New York City,2016-03-28T12:00:00,7.5,5.3,6.0,90.01,0.45,100.0,rain,0.0,0.0,,12.0,29.0,1002.7,100.0,12.1,289.5,1.0,3.0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10118
2867,New York City,2016-03-28T13:00:00,8.4,6.9,6.4,86.84,0.0,0.0,,0.0,0.0,,9.3,30.0,1002.5,100.0,4.9,259.8,0.9,3.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732",9593
2868,New York City,2016-03-28T14:00:00,8.2,7.1,6.5,89.08,0.0,0.0,,0.0,0.0,,7.3,356.0,1002.2,100.0,4.6,450.6,1.6,5.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9986
2869,New York City,2016-03-28T15:00:00,9.6,9.2,7.4,85.93,0.0,0.0,,0.0,0.0,29.5,5.4,297.0,1001.2,98.9,7.1,517.5,1.9,5.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732",9806
2870,New York City,2016-03-28T16:00:00,14.2,14.2,8.3,67.91,0.0,0.0,,0.0,0.0,46.4,7.6,309.0,999.9,50.0,14.8,461.8,1.7,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",9063
2888,New York City,2016-03-29T10:00:00,8.2,4.4,-6.2,35.46,0.0,0.0,,0.0,0.0,46.9,28.1,288.0,1013.1,10.5,16.0,698.5,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11250
2889,New York City,2016-03-29T11:00:00,9.2,6.2,-7.2,30.69,0.0,0.0,,0.0,0.0,49.5,23.0,290.0,1013.7,10.5,16.0,818.5,2.9,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10346
2890,New York City,2016-03-29T12:00:00,9.8,6.5,-7.7,28.34,0.0,0.0,,0.0,0.0,51.7,27.8,302.0,1014.0,10.5,16.0,878.5,3.2,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11250
2891,New York City,2016-03-29T13:00:00,10.3,10.3,-9.1,24.44,0.0,0.0,,0.0,0.0,56.5,29.6,314.0,1014.3,10.5,16.0,874.3,3.1,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10387
2892,New York City,2016-03-29T14:00:00,11.0,11.0,-9.4,23.02,0.0,0.0,,0.0,0.0,55.7,37.8,308.0,1014.5,10.5,16.0,805.3,2.9,8.0,,Clear,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11097
2893,New York City,2016-03-29T15:00:00,11.5,11.5,-9.9,21.4,0.0,0.0,,0.0,0.0,49.2,25.4,302.0,1014.5,10.5,16.0,683.8,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11099
2894,New York City,2016-03-29T16:00:00,11.4,11.4,-10.6,20.24,0.0,0.0,,0.0,0.0,49.6,26.9,311.0,1015.1,10.5,16.0,513.3,1.8,5.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10152
2912,New York City,2016-03-30T10:00:00,7.7,6.4,-9.9,27.59,0.0,0.0,,0.0,0.0,,7.6,57.0,1028.4,14.1,16.0,701.5,2.5,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11375
2913,New York City,2016-03-30T11:00:00,9.0,9.0,-10.4,24.29,0.0,0.0,,0.0,0.0,,4.0,54.0,1028.3,14.1,16.0,821.3,3.0,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10508
2914,New York City,2016-03-30T12:00:00,10.7,10.7,-10.8,20.93,0.0,0.0,,0.0,0.0,,8.1,310.0,1027.6,10.5,16.0,881.0,3.2,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11177
2915,New York City,2016-03-30T13:00:00,10.8,10.8,-10.9,20.6,0.0,0.0,,0.0,0.0,31.7,12.4,162.0,1027.0,10.5,16.0,877.5,3.2,9.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10724
2916,New York City,2016-03-30T14:00:00,11.6,11.6,-9.6,21.8,0.0,0.0,,0.0,0.0,30.8,13.0,168.0,1026.1,10.5,16.0,808.8,2.9,8.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10874
2917,New York City,2016-03-30T15:00:00,11.0,11.0,-6.6,28.45,0.0,0.0,,0.0,0.0,29.9,18.5,164.0,1025.5,8.0,16.0,675.0,2.4,7.0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10878
2918,New York City,2016-03-30T16:00:00,10.2,10.2,-3.9,36.87,0.0,0.0,,0.0,0.0,37.9,29.9,151.0,1024.9,25.4,16.0,496.1,1.8,5.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10183
2936,New York City,2016-03-31T10:00:00,17.0,17.0,7.1,52.03,0.0,0.0,,0.0,0.0,50.2,19.3,204.0,1015.9,34.2,16.0,663.0,2.4,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11165
2937,New York City,2016-03-31T11:00:00,18.6,18.6,7.2,47.48,0.0,0.0,,0.0,0.0,40.3,21.8,217.0,1015.0,34.2,16.0,778.5,2.8,8.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10069
2938,New York City,2016-03-31T12:00:00,19.7,19.7,7.3,44.55,0.0,0.0,,0.0,0.0,46.1,22.9,217.0,1014.5,90.6,16.0,812.3,2.9,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10989
2939,New York City,2016-03-31T13:00:00,20.5,20.5,7.7,43.63,0.0,0.0,,0.0,0.0,41.0,14.1,195.0,1013.8,93.1,16.0,786.8,2.8,8.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10729
2940,New York City,2016-03-31T14:00:00,21.2,21.2,7.7,41.84,0.0,0.0,,0.0,0.0,37.4,12.5,201.0,1013.2,88.9,16.0,681.0,2.5,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11470
2941,New York City,2016-03-31T15:00:00,22.1,22.1,8.1,40.76,0.0,0.0,,0.0,0.0,47.1,19.1,182.0,1012.1,65.0,16.0,425.9,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11274
2942,New York City,2016-03-31T16:00:00,21.9,21.9,8.1,41.3,0.0,0.0,,0.0,0.0,33.6,21.4,169.0,1011.2,65.0,16.0,244.8,0.9,2.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10004
2960,New York City,2016-04-01T10:00:00,17.4,17.4,14.1,80.8,0.0,0.0,,0.0,0.0,33.5,15.4,181.0,1002.9,100.0,15.2,99.6,0.4,1.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,72503014732",11258
2961,New York City,2016-04-01T11:00:00,17.6,17.6,13.9,79.02,0.0,0.0,,0.0,0.0,32.3,13.9,193.0,1002.8,100.0,15.2,158.1,0.6,2.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,72503014732",10213
2962,New York City,2016-04-01T12:00:00,18.6,18.6,14.0,74.77,0.0,0.0,,0.0,0.0,50.0,17.5,191.0,1002.7,100.0,15.2,249.9,0.9,2.0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,72503014732",11877
2963,New York City,2016-04-01T13:00:00,20.0,20.0,15.6,75.76,0.0,0.0,,0.0,0.0,45.2,18.3,209.0,1000.7,67.5,16.0,414.8,1.5,4.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,72503014732",10385
2964,New York City,2016-04-01T14:00:00,22.4,22.4,14.8,62.11,0.0,0.0,,0.0,0.0,40.7,10.9,292.0,1000.0,65.0,16.0,696.0,2.5,7.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",10725
2965,New York City,2016-04-01T15:00:00,24.1,24.1,14.1,53.61,0.0,0.0,,0.0,0.0,38.5,23.3,245.0,999.1,56.2,16.0,632.0,2.3,6.0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732",11384
