name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York City,2017-04-01T00:00:00,3.3,-2.8,2.3,93.19,0.59,100,rain,0,0,54.2,36.6,63,1005.6,98.9,5.9,0,,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2017-04-01T01:00:00,3.3,-3.1,1.9,90.75,0.18,100,rain,0,0,59.1,41.3,67,1004.9,100,9.2,0,,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T02:00:00,3.6,-1.6,2.2,90.77,0,0,,0,0,61.3,28.1,59,1004.6,100,8.1,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T03:00:00,3.2,-2.2,2.2,93.29,0.02,100,rain,0,0,52.9,29.2,51,1004.4,99,9.2,0,,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T04:00:00,3.2,-1.2,2.2,93.13,0.03,100,rain,0,0,42.4,20.2,35,1004.1,95.3,4.7,0,,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2017-04-01T05:00:00,3.1,-1.6,2.2,93.97,0.12,100,rain,0,0,34.5,22.1,21,1004.4,99,5.4,0,,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T06:00:00,3,-1.5,1.9,92.67,0,0,,0,0,31.2,20.4,12,1005.2,94.7,6.8,0.3,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T07:00:00,3.2,-0.7,1.7,90.02,0,0,,0,0,,16.4,354,1006.1,98.4,14.3,11.7,0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T08:00:00,3.2,-1,1.7,89.87,0,0,,0,0,38.9,18.8,353,1006.8,94.2,16,39.6,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2017-04-01T09:00:00,3.7,-0.7,1.6,86.32,0,0,,0,0,42.4,21,10,1007.7,89.4,16,111.5,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T10:00:00,4.6,-0.5,1.4,79.29,0,0,,0,0,46.9,31.1,344,1008.4,93.5,16,370.6,1.3,4,,Overcast,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T11:00:00,5.4,0.4,1.2,74.77,0,0,,0,0,47.2,31.7,344,1009.2,98.4,16,667.8,2.4,7,,Overcast,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T12:00:00,6.4,2.7,1.2,69.74,0,0,,0,0,43.6,20.6,358,1009.7,98.4,16,684.8,2.5,7,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T13:00:00,6.9,2.7,1.1,66.68,0,0,,0,0,43.3,28.2,4,1010,100,16,644.5,2.3,6,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T14:00:00,7,3.3,1.1,66.32,0,0,,0,0,35.3,23.1,22,1010.2,98.4,16,589.8,2.1,6,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T15:00:00,7.5,3.8,0.8,62.72,0,0,,0,0,30.9,24,4,1010.8,98.2,16,468.4,1.7,5,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T16:00:00,8.1,5.3,0.8,60.13,0,0,,0,0,40.4,17.1,356,1011.4,75.5,16,364.8,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T17:00:00,8.1,5,1.4,62.54,0,0,,0,0,31.7,19.9,11,1012.4,91.7,16,216.3,0.8,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T18:00:00,8.1,5.1,0.9,60.62,0,0,,0,0,35.8,18.6,358,1013.5,83.1,16,82.3,0.3,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T19:00:00,8.2,6,1.1,61.31,0,0,,0,0,31.7,12.7,25,1014.2,70.9,16,1.8,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T20:00:00,7.6,6.9,1.2,63.87,0,0,,0,0,,5.5,3,1015.2,86.6,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T21:00:00,7.6,5.5,0.9,62.81,0,0,,0,0,,11.3,8,1015.7,77.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T22:00:00,7.7,7,1.1,63.12,0,0,,0,0,,5.7,348,1016.6,89,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-01T23:00:00,7.5,5.8,1.1,63.95,0,0,,0,0,,9.7,335,1016.9,89,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-02T00:00:00,7.1,7.1,1.3,66.27,0,0,,0,0,,4.6,346,1017.3,87.3,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-02T01:00:00,7.5,5.4,1.5,65.91,0,0,,0,0,,10.8,326,1017.3,87.3,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-02T02:00:00,7,3.8,0.8,64.32,0,0,,0,0,29.5,19.1,314,1017.5,95.7,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-02T03:00:00,6.4,4.1,0,63.85,0,0,,0,0,,11.3,304,1017.5,88.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-02T04:00:00,5.9,3.1,-0.5,63.53,0,0,,0,0,,13.3,300,1017.6,35.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-02T05:00:00,5.4,2.6,-0.5,65.81,0,0,,0,0,,13,312,1018.2,73.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-02T06:00:00,5.4,2,-0.5,65.81,0,0,,0,0,,16.3,310,1018.9,10.5,16,3.9,0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-04-02T07:00:00,5.3,2.3,-0.5,66.39,0,0,,0,0,,13.4,320,1020,6.1,16,95.2,0.3,1,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
