name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York City,2015-03-01T00:00:00,-3.2,-3.2,-17.3,32.97,0,,,0,13.23,,2.6,303,1040.3,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T01:00:00,-3.7,-3.7,-17.7,32.92,0,,,0,13.19,,4.7,301,1040,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T02:00:00,-3.8,-5.9,-17.2,34.72,0,,,0,13.16,,5,299,1040.1,10.5,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T03:00:00,-4.2,-4.2,-17.2,35.6,0,,,0,13.12,,1.7,343,1039.1,14.1,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T04:00:00,-4.5,-4.5,-17.2,36.48,0,,,0,13.09,,1.8,326,1038.6,19.2,16,,,,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T05:00:00,-4.4,-4.4,-14.4,45.77,0,,,0,13.05,,4.7,330,1038.9,43.9,16,,,,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T06:00:00,-3.7,-3.7,-16.8,35.67,0,,,0,13.02,,4.2,266,1039,100,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T07:00:00,-3.1,-3.1,-17.2,32.99,0,,,0,12.98,,1.2,15,1038.2,97.5,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T08:00:00,-2.8,-2.8,-13.8,42.25,0,,,0,12.94,,2.9,20,1037.9,97.5,16,,,,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T09:00:00,-1.6,-5,-15.7,33.34,0,,,0.34,13.29,,9,146,1037.3,97.5,16,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T10:00:00,-1.4,-4.6,-15.2,34.37,0,,,0.34,13.63,,8.7,166,1036.5,97.5,16,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T11:00:00,-1.2,-5.6,-16,31.54,0,,,0.34,13.97,,13.6,179,1036.1,99.1,16,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T12:00:00,-1.2,-5.8,-14.2,36.77,0,,,0.34,14.32,31.3,14.5,206,1035.4,100,13.7,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T13:00:00,-2.6,-7.6,-8.2,65.48,0,,,0.34,14.66,,15.1,193,1034.2,100,3.1,,,,,Overcast,snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2015-03-01T14:00:00,-3.5,-3.5,-6.1,82.41,1.25,,,0.34,15,,4.1,278,1032.9,74.6,0.4,,,,,"Snow, Partially cloudy",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T15:00:00,-3.3,-3.3,-6.1,81.02,1.73,,,0.34,15.35,,2.6,308,1031,90.6,0.8,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T16:00:00,-3.5,-3.5,-6,82.66,2.64,,,0.34,15.69,,3.2,34,1029.5,100,1,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2015-03-01T17:00:00,-3.1,-3.1,-5.7,82.38,2.22,,,0.34,16.04,,1.7,61,1028.5,100,1.3,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T18:00:00,-3,-3,-5.1,85.58,1.62,,,0.34,16.38,,1.3,316,1027.3,100,1.8,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2015-03-01T19:00:00,-2.5,-2.5,-5.4,80.32,1.32,,,0.34,16.72,,1.2,61,1026.5,100,4.7,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-03-01T20:00:00,-2.2,-2.2,-5.2,79.77,0.78,,,0.34,17.07,,0.5,4,1025.6,100,3.9,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2015-03-01T21:00:00,-2.6,-2.6,-5.1,83.21,0.71,,,0.34,17.41,,0,0,1024.5,100,5,,,,,"Snow, Overcast",snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2015-03-01T22:00:00,-2.2,-4,-4.7,82.89,0,,,0.34,17.75,,4.8,336,1023.3,100,7.3,,,,,Overcast,snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2015-03-01T23:00:00,-2.3,-2.3,-5,81.7,0,,,0.34,18.1,,3.3,330,1022,100,8.9,,,,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
