name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York City,2017-03-01T19:00:00,20.8,20.8,10.5,51.99,0,0,,0,0,40,18.2,240,997.2,27.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-01T20:00:00,19.7,19.7,10.7,56.04,0,0,,0,0,41.8,15.4,226,997,28.6,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-01T21:00:00,19,19,10.1,56.4,0,0,,0,0,48.1,22.7,236,996.8,24.6,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-01T22:00:00,18.7,18.7,10,57.1,0,0,,0,0,45.5,16.3,242,996.2,24.6,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-01T23:00:00,18.5,18.5,9.3,55.35,0,0,,0,0,37.6,22.2,241,996.1,25.8,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T00:00:00,18,18,9.8,59.06,0,0,,0,0,35.5,21.4,235,995.7,31.5,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T01:00:00,18,18,9.8,59.06,0,0,,0,0,51.7,21.7,243,995.8,55.8,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T02:00:00,17,17,7.7,54.43,0,0,,0,0,54.4,23,258,996.2,57.3,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T03:00:00,15.4,15.4,1.6,39.26,0,0,,0,0,77.2,47.2,266,996.6,87,16,0,,0,,Partially cloudy,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T04:00:00,13.2,13.2,-2.1,34.66,0,0,,0,0,61.5,29.6,275,998,57.3,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T05:00:00,11.1,11.1,-2.8,37.78,0,0,,0,0,55.1,30.3,278,999,12,16,0,,0,,Clear,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T06:00:00,10.3,10.3,-4.5,35.26,0,0,,0,0,59.3,22.8,281,999.3,10.5,16,20.1,0.1,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T07:00:00,9.1,5.8,-3.1,42.11,0,0,,0,0,57.2,24.6,266,1000.6,27.1,16,160.9,0.6,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T08:00:00,8.1,3.6,-5.4,38.01,0,0,,0,0,76.2,36.6,276,1002.7,10.5,16,365.4,1.3,4,,Clear,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T09:00:00,7.7,2.7,-6.6,35.5,0,0,,0,0,69.8,42.5,276,1003.9,12.3,16,552,2,6,,Clear,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T10:00:00,7.7,3.1,-7.7,32.64,0,0,,0,0,66,36.6,287,1005.2,12.3,16,673,2.4,7,,Clear,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T11:00:00,7.6,3.6,-8,32.24,0,0,,0,0,63.1,28.9,289,1006.5,10.5,16,734.5,2.6,7,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T12:00:00,7.7,3.7,-8.5,30.75,0,0,,0,0,57.8,29.5,286,1007.4,10.5,16,733,2.6,7,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T13:00:00,8.2,4,-8.7,29.18,0,0,,0,0,60,32.8,302,1008,10.5,16,667.5,2.4,7,,Clear,wind,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T14:00:00,8.2,4.5,-8.8,29,0,0,,0,0,57.4,26.7,310,1008.9,10.5,16,544.3,2,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T15:00:00,7.9,4.2,-8.7,29.91,0,0,,0,0,53.9,25.9,311,1009.9,10.5,16,374.8,1.3,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T16:00:00,7.2,3.4,-9.4,29.57,0,0,,0,0,54.3,25.4,297,1011.3,10.5,16,178.6,0.6,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T17:00:00,6.6,2.5,-10.4,28.72,0,0,,0,0,46.1,25.4,302,1012.6,10.5,16,19.1,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T18:00:00,6,2,-11.1,28.3,0,0,,0,0,39.7,22.7,299,1014.1,4.4,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T19:00:00,5.4,1.6,-11.1,29.42,0,0,,0,0,36,19.1,312,1015.4,4.4,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T20:00:00,4.9,0.6,-12.1,28.05,0,0,,0,0,45.7,22.4,300,1016.5,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T21:00:00,4.2,0.1,-12.7,27.99,0,0,,0,0,36.2,19.9,294,1017.4,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T22:00:00,3.7,-0.2,-12.4,29.65,0,0,,0,0,35.9,17.4,290,1018.3,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-02T23:00:00,3.1,-0.6,-11.5,33.33,0,0,,0,0,55.4,15.2,290,1018.9,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T00:00:00,2.5,-1.4,-11.6,34.5,0,0,,0,0,42.5,15.1,288,1019,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T01:00:00,1.5,-3.1,-11.2,38.21,0,0,,0,0,32.5,18.5,306,1019.5,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T02:00:00,1.1,-3.4,-10.9,40.45,0,0,,0,0,,16.8,314,1020,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T03:00:00,0.4,-4.3,-11.6,40.26,0,0,,0,0,31.2,17.3,308,1020.1,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T04:00:00,-0.2,-5.1,-11.6,42.12,0,0,,0,0,47.9,17,296,1020.5,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T05:00:00,-0.7,-5.6,-11.6,43.43,0,0,,0,0,36.4,17.1,307,1021,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T06:00:00,-0.9,-6.3,-12.1,42.24,0,0,,0,0,35.9,19.6,288,1022.1,0,16,24.4,0.1,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T07:00:00,-0.9,-5.4,-11.6,44.08,0,0,,0,0,,14.4,288,1022.7,10.5,16,178.8,0.6,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T08:00:00,-0.7,-5.6,-11.6,43.5,0,0,,0,0,32.2,17,282,1023.3,10.5,16,348.6,1.3,3,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T09:00:00,-0.2,-4.8,-11.4,42.6,0,0,,0,0,38.5,16.1,304,1023.7,10.5,16,427.4,1.5,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T10:00:00,0.1,-4.6,-12.3,38.68,0,0,,0,0,29.1,17,301,1023.6,27.1,16,504.4,1.8,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T11:00:00,1.7,-2.5,-13.2,32.3,0,0,,0,0,34.5,15.9,277,1023.7,33.8,16,518.8,1.9,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T12:00:00,2.9,-0.9,-13,29.91,0,0,,0,0,38,15.7,304,1023.5,82.6,16,508.3,1.8,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T13:00:00,2.9,-1,-14.1,27.39,0,0,,0,0,34.1,16,293,1022.9,85.8,16,508.8,1.8,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T14:00:00,3.4,-0.5,-15.7,23.25,0,0,,0,0,48.2,17.2,322,1022.4,83.3,16,326.3,1.2,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T15:00:00,3.2,-1.3,-16.5,22.03,0,0,,0,0,35.2,20.2,306,1022.6,63.5,16,227,0.8,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T16:00:00,4.1,0.3,-15,23.48,0,0,,0,0,36.4,17.2,291,1022.8,83.7,16,118.8,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T17:00:00,3.1,-1.6,-15,25.09,0,0,,0,0,38.7,22,285,1023.4,13.9,16,11.4,0,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T18:00:00,2,-2.7,-10.9,37.79,0,0,,0,0,50.7,19.8,288,1025,54.8,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T19:00:00,0.9,-3.1,-10,44.02,0,0,,0,0,41.1,13.8,292,1025.9,13.9,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T20:00:00,-0.4,-5.9,-9.6,49.79,0,0,,0,0,43.5,21.1,308,1027.2,48.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T21:00:00,-1.3,-7.5,-12.5,42.26,0,0,,0,0,45,24,314,1028.7,35.7,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T22:00:00,-2.4,-9.2,-15.2,36.74,0,0,,0,0,47.1,26.2,335,1030,12.3,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-03T23:00:00,-3.4,-10.7,-16.7,34.89,0,0,,0,0,45.1,28.8,300,1030.6,10.5,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T00:00:00,-3.9,-11.3,-16.6,36.78,0,0,,0,0,50.4,28.2,303,1031.1,14.1,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T01:00:00,-4.5,-11.6,-16.1,39.88,0,0,,0,0,46.7,24.3,303,1031.5,10.5,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T02:00:00,-4.6,-10.8,-15.9,40.84,0,0,,0,0,50,18.8,310,1031.8,10.5,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T03:00:00,-5.1,-11.4,-15.9,42.48,0,0,,0,0,50.8,18.5,302,1031.6,10.5,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T04:00:00,-5.7,-12.2,-16,43.91,0,0,,0,0,38.8,18.9,316,1031.8,10.5,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T05:00:00,-5.9,-11.9,-16.2,44.01,0,0,,0,0,31,16.1,314,1032.2,6.1,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T06:00:00,-5.9,-13.2,-15.9,45.15,0,0,,0,0,40.7,23,292,1032.6,10.5,16,26,0.1,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T07:00:00,-6.1,-10.8,-15.4,47.71,0,0,,0,0,38.9,10.6,303,1033.1,10.5,16,173.4,0.6,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T08:00:00,-5.5,-11.4,-15.3,46.05,0,0,,0,0,35.3,16.4,301,1033.6,63.8,16,280.6,1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T09:00:00,-4.6,-10.4,-15.4,42.67,0,0,,0,0,31.2,16.9,292,1033.1,71.9,16,361.4,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T10:00:00,-3.3,-9.7,-14.9,40.33,0,0,,0,0,48.2,21.7,308,1032.7,91.4,16,410.6,1.5,4,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T11:00:00,-2.8,-8.2,-14.6,39.69,0,0,,0,0,39.7,17.1,316,1032.5,91.7,16,418.6,1.5,4,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T12:00:00,-1.5,-7.9,-15.9,32.59,0,0,,0,0,50.5,25.4,305,1032,93.6,16,471,1.7,5,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T13:00:00,-1.6,-7.8,-16.8,30.27,0,0,,0,0,53.8,24.3,302,1031.4,86.7,16,453.3,1.6,5,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T14:00:00,-1.1,-7.7,-16.5,30.06,0,0,,0,0,53.8,28.5,291,1031.1,91.4,16,353,1.3,4,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T15:00:00,-1.3,-7.7,-17.9,26.98,0,0,,0,0,54.5,26.3,312,1031.4,80.6,16,229.5,0.8,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T16:00:00,-1.3,-7.4,-19,24.75,0,0,,0,0,47.8,23.2,312,1031.6,35.9,16,186.5,0.7,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T17:00:00,-2.2,-8.9,-20.2,23.93,0,0,,0,0,49.2,26.3,300,1032.2,10.5,16,24,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T18:00:00,-3.4,-9.7,-20.8,24.58,0,0,,0,0,43,21.7,308,1033.3,10.5,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T19:00:00,-4,-10.4,-20.3,26.85,0,0,,0,0,48.3,20.8,318,1034.2,4.4,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T20:00:00,-5.2,-12.3,-20.3,29.58,0,0,,0,0,42.3,22.6,311,1034.8,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T21:00:00,-5.9,-13.9,-20.1,31.72,0,0,,0,0,48.6,27.8,315,1035.4,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T22:00:00,-6.9,-14.6,-21.9,29.3,0,0,,0,0,40.2,23.9,353,1036.1,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-04T23:00:00,-7.5,-14.6,-21.7,31.11,0,0,,0,0,43.1,19.3,320,1036,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T00:00:00,-8,-16.6,-21.5,33.04,0,0,,0,0,43.7,27.3,320,1036.4,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T01:00:00,-8.5,-14.6,-21.2,35.2,0,0,,0,0,40.4,14.1,336,1036.7,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T02:00:00,-8.6,-15.1,-20.7,36.87,0,0,,0,0,41.8,15.2,336,1036.5,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T03:00:00,-8.9,-17.5,-21.2,36.46,0,0,,0,0,,25.8,326,1036.4,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T04:00:00,-9,-16.2,-21.1,36.95,0,0,,0,0,,18.1,310,1036.7,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T05:00:00,-9,-15.1,-21.1,36.73,0,0,,0,0,,13.4,297,1037.7,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T06:00:00,-9.5,-16.1,-21,38.72,0,0,,0,0,,15,304,1038.2,0,16,35.2,0.1,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T07:00:00,-9.4,-15.6,-21.4,37.11,0,0,,0,0,,13.5,314,1038.6,6.1,16,221,0.8,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T08:00:00,-8.7,-15.5,-22.2,32.78,0,0,,0,0,,16.7,310,1038.5,0,16,425.6,1.5,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T09:00:00,-7.2,-14,-22.7,27.9,0,0,,0,0,27.3,18.7,311,1038.7,0,16,598.3,2.2,6,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T10:00:00,-5.8,-12.5,-23.3,23.64,0,0,,0,0,29.5,19.8,311,1037.9,10.5,16,720,2.6,7,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T11:00:00,-3.3,-10.3,-23.7,19.02,0,0,,0,0,36,26.2,320,1037.7,10.5,16,780.8,2.8,8,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T12:00:00,-1.4,-7.5,-24,16.07,0,0,,0,0,37.1,23.8,326,1036.7,10.5,16,775.5,2.8,8,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T13:00:00,0.2,-3.9,-24,14.24,0,0,,0,0,33.5,13.9,332,1035.3,10.5,16,702.5,2.5,7,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T14:00:00,1.1,-1.2,-24.3,13.03,0,0,,0,0,38.9,7.4,336,1034.2,12,16,564,2,6,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T15:00:00,2,-0.5,-22.2,14.62,0,0,,0,0,33.5,8.7,329,1033.5,10.5,16,374.3,1.3,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T16:00:00,2.5,-0.5,-22.7,13.61,0,0,,0,0,,10.6,328,1032.8,10.5,16,194,0.7,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T17:00:00,2.5,-1.3,-21.2,15.61,0,0,,0,0,,14.9,28,1032.6,10.5,16,25.6,0.1,0,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T18:00:00,1.2,-2.5,-19.9,19.15,0,0,,0,0,33.5,12.7,24,1032.9,10.5,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T19:00:00,0.7,-2,-19.5,20.46,0,0,,0,0,33.5,8.2,13,1033.6,10.5,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T20:00:00,0.1,-3.4,-18.7,22.73,0,0,,0,0,,11,20,1033.9,4.4,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T21:00:00,-0.4,-3.1,-18.6,23.89,0,0,,0,0,,7.9,12,1034.2,4.4,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T22:00:00,-1,-3.7,-19.3,23.51,0,0,,0,0,,7.6,22,1034.3,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2017-03-05T23:00:00,-1.2,-1.2,-18.4,25.77,0,0,,0,0,,3.9,9,1034.3,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
