name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York City,2015-05-01T00:00:00,10.9,10.9,3.1,58.72,0,0,,0,0,,11.4,107,1013.1,98.2,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T01:00:00,10.6,10.6,3.5,61.74,0,0,,0,0,,9.4,61,1013.3,98.2,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T02:00:00,10.6,10.6,3.6,61.88,0,0,,0,0,,8.9,79,1013.3,100,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T03:00:00,10.5,10.5,4,64.22,0,0,,0,0,,9.1,107,1013.3,100,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T04:00:00,10,8.6,3.7,65.11,0,0,,0,0,,10,79,1013.2,100,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T05:00:00,10,8.3,4.2,67.38,0,0,,0,0,,12.1,58,1013.2,100,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T06:00:00,9.3,7.6,4.2,70.2,0,0,,0,0,,11.7,55,1013.7,88.9,16,40,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T07:00:00,9.5,8.1,4.1,69.47,0,0,,0,0,,9.4,38,1014.4,88.9,16,198.3,0.7,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T08:00:00,10.4,10.4,4.1,65.39,0,0,,0,0,,10.3,54,1014.7,95.7,16,369.1,1.3,4,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T09:00:00,11.5,11.5,4.4,61.8,0,0,,0,0,,13.4,59,1014.9,95.7,16,423.5,1.5,4,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T10:00:00,12.2,12.2,3.8,56.65,0,0,,0,0,,13.9,62,1015.4,88.9,16,331.5,1.2,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T11:00:00,12.7,12.7,3.6,53.97,0,0,,0,0,29.5,14.7,75,1015.6,97.5,16,279.9,1,3,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T12:00:00,12.9,12.9,5,58.68,0,0,,0,0,,7.4,76.3,1015.5,95.7,16,286.9,1,3,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T13:00:00,14.7,14.7,4.6,50.67,0,0,,0,0,,7.1,116,1014.9,65,16,372,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T14:00:00,15.1,15.1,4.6,49.43,0,0,,0,0,,9.2,88,1014.6,85.7,16,354.5,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T15:00:00,15.6,15.6,4.7,48.25,0,0,,0,0,,11.2,173,1014.1,56.2,16,351.8,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T16:00:00,14.6,14.6,4.7,51.62,0,0,,0,0,29.5,10.8,166,1013.6,50.8,16,315.9,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T17:00:00,13.9,13.9,4.1,51.84,0,0,,0,0,,12.2,159,1013.6,34.2,16,237.7,0.9,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T18:00:00,12,12,4.1,58.49,0,0,,0,0,27.7,12.2,158,1014,85.1,16,133.6,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T19:00:00,11.1,11.1,3.6,60.11,0,0,,0,0,,13.1,161,1014.4,95.7,16,28.6,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T20:00:00,10.6,10.6,3.9,63.16,0,0,,0,0,,9.5,170,1014.7,95.7,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T21:00:00,9.6,8.2,4,68.26,0,0,,0,0,,9.8,168,1015.2,50.8,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T22:00:00,9.8,9.2,4,67.3,0,0,,0,0,,6.3,151,1015.4,92,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2015-05-01T23:00:00,9.7,9.7,3.9,67.42,0,0,,0,0,,1.2,50,1015.4,82.6,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
