name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,2018-04-01T00:00:00,8,4.9,-7.2,33.32,0,0,,0,0,,19.6,196,1019.5,19.2,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-01T01:00:00,7.4,5,-6.1,37.8,0,0,,0,0,,13.2,188,1018.9,25.4,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-01T02:00:00,7.4,4.9,-3.9,44.38,0,0,,0,0,,13.6,184,1018,35.9,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-01T03:00:00,7.7,5.9,-3.2,46.22,0,0,,0,0,,10,184,1017,97.5,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-01T04:00:00,8.1,6.2,-3,45.38,0,0,,0,0,,10.8,194,1016.1,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-01T05:00:00,8.2,6.1,-2,48.75,0,0,,0,0,31.7,12.1,208,1015.7,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-01T06:00:00,8.3,6,-1.5,50.22,0,0,,0,0,29.5,13.2,231,1015.3,100,16,0.7,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-01T07:00:00,8.7,6.5,-1,50.72,0,0,,0,0,,13.6,210,1015.1,97.5,16,12,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T08:00:00,9.3,7,-0.5,50.29,0,0,,0,0,27.7,14.9,242,1014.7,66.7,16,50,0.2,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T09:00:00,10.6,10.6,0.2,48.33,0,0,,0.5,0.5,29.5,13.9,238,1014.2,35.9,16,158,0.6,2,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T10:00:00,11.7,11.7,0.7,46.9,0,0,,0.5,1,33.5,13.6,230,1014.2,35.9,16,208,0.7,2,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T11:00:00,13.4,13.4,1.3,43.7,0,0,,0.5,1.5,,20.4,230,1014.5,34.2,16,335,1.2,3,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T12:00:00,14.5,14.5,2.2,43.55,0,0,,0.5,2,35.8,13.3,250,1014.4,50.8,16,328,1.2,3,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T13:00:00,15.5,15.5,3.1,43.3,0,0,,0.5,2.5,38,15.9,302,1014.4,50.8,16,510,1.8,5,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T14:00:00,14.1,14.1,3.5,48.77,0,0,,0.5,3,25.9,12.6,314,1014.9,88.9,16,500,1.8,5,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T15:00:00,13.5,13.5,3.5,50.8,0,0,,0.5,3.5,37.1,13.4,299,1015.1,50.8,16,368,1.3,4,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T16:00:00,13,13,2.4,48.49,0,0,,0.5,4,,16.1,318,1015.3,88.9,16,291,1,3,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T17:00:00,12.9,12.9,1,44.12,0,0,,0.5,4.5,,15.6,337,1015.3,50.8,16,293,1.1,3,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T18:00:00,12.5,12.5,-0.8,40.06,0,0,,0.5,5.01,,12.1,328,1015.4,34.2,16,158,0.6,2,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T19:00:00,12.4,12.4,-3.2,33.53,0,0,,0.5,5.51,37.1,17,1,1016.1,34.2,16,65,0.2,1,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T20:00:00,10,7.7,-5.6,32.88,0,0,,0.5,6.01,,17,355,1017.1,34.2,16,6,0,0,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-01T21:00:00,9,6.7,-6.5,32.77,0,0,,0.5,6.51,,15.7,352,1018.2,34.2,16,0,,0,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-01T22:00:00,8.3,5.4,-8.2,30.27,0,0,,0.5,7.01,,17.9,12,1018.6,34.2,16,0,,0,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-01T23:00:00,7.6,5.6,-8.3,31.56,0,0,,0.5,7.51,,11,8,1018.4,14.1,16,0,,0,,Clear,snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T00:00:00,6.9,5.3,-8.1,33.35,0,0,,0.5,8.01,,8.5,30,1018,19.2,16,0,,0,,Clear,snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T01:00:00,6.4,3.4,-7,37.73,0,0,,0.5,8.51,,16,88,1018,88.9,16,0,,0,,Partially cloudy,snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T02:00:00,6.2,3.4,-6.1,41.01,0,0,,0.5,9.01,,14.1,72,1018.3,100,16,0,,0,,Overcast,snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T03:00:00,5.6,2.2,-8.3,35.82,0,0,,0.5,9.51,,17.6,39,1019.3,100,16,0,,0,,Overcast,snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T04:00:00,5.5,1.5,-8.1,36.94,0,0,,0.5,10.01,31.7,22,37,1017.8,100,16,0,,0,,Overcast,snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T05:00:00,1.8,-2.1,-1.2,80.44,0,0,,0.5,10.51,,15,22,1018.8,100,3.9,0,,0,,Overcast,snow,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-04-02T06:00:00,0.6,-3.2,-0.5,91.69,2.38,100,""rain,snow"",0.5,11.01,,13.1,49,1019.1,45.5,0.4,0.7,0,0,,""Snow, Rain, Partially cloudy"",snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T07:00:00,0.5,-3.1,-0.7,91.92,4.32,100,""rain,snow"",0.5,11.51,,11.6,54,1019.2,33.3,0.2,22.1,0.1,0,,""Snow, Rain, Partially cloudy"",snow,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T08:00:00,0.5,-3.9,-0.7,92.02,3.07,100,""rain,snow"",0.5,12.01,,15.7,66,1018.8,37.9,0.1,6,0,0,,""Snow, Rain, Partially cloudy"",snow,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-02T09:00:00,0.5,-3.7,-0.5,92.38,2.12,100,""rain,snow"",0,11.8,,14.6,37,1020.1,74.6,0.4,16,0.1,0,,""Snow, Rain, Partially cloudy"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T10:00:00,0.6,-3.9,0,95.36,1.02,100,""rain,snow"",0,11.35,,17,49,1020.5,100,1.4,75,0.3,1,,""Snow, Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T11:00:00,1.3,-2.9,-0.2,89.75,0.12,100,""rain,snow"",0,10.9,,15.7,31,1020.5,100,10.5,244,0.9,2,,""Snow, Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-02T12:00:00,1.7,-2.6,-0.6,84.94,0,0,,0,10.45,,16.7,43,1020.8,100,16,281,1,3,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T13:00:00,2.3,-1.1,-0.8,80.36,0,0,,0,10,,12.5,23,1019.8,97.5,16,337,1.2,3,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T14:00:00,2.9,0.3,-1.2,74.55,0,0,,0,9.56,,9.2,31,1020.4,98.3,16,302,1.1,3,,Overcast,cloudy,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-02T15:00:00,3.3,1.4,-1.2,72.78,0,0,,0,9.11,,7,5,1020.2,98.2,16,313,1.1,3,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T16:00:00,4.6,2.5,-1.6,64.44,0,0,,0,8.66,,8.7,54,1019.4,95.7,16,389,1.4,4,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T17:00:00,5.3,5.3,-1.7,60.74,0,0,,0,8.21,,4.7,0,1019.8,95.7,16,320,1.2,3,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T18:00:00,5.7,4.3,-1.3,61.08,0,0,,0,7.76,,6.7,270,1020,50.8,16,212,0.8,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T19:00:00,5.1,5.1,-1.6,61.75,0,0,,0,7.31,,0.9,0,1019.7,34.2,16,43,0.2,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T20:00:00,5,5,-1.6,62.2,0,0,,0,6.86,,1.5,321,1020.3,34.2,16,5,0,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-02T21:00:00,5,3.1,-1,65.53,0,0,,0,6.41,,8,234,1021.4,34.2,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T22:00:00,4.4,1.6,-1,68.06,0,0,,0,5.96,,11.7,219,1021.9,34.2,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-02T23:00:00,4.7,2.5,-0.9,67.43,0,0,,0,5.51,,9.2,215,1022.4,19.2,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T00:00:00,4.1,4.1,-0.5,71.69,0,0,,0,5.07,,3,88,1022.3,14.1,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T01:00:00,3.9,3.9,-0.5,72.78,0,0,,0,4.62,,1.7,303,1022.1,34.2,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T02:00:00,3.8,3.8,-0.6,72.64,0,0,,0,4.17,,3.3,279,1022,34.2,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T03:00:00,3.7,2.4,-0.5,73.84,0,0,,0,3.72,,5.4,235,1021.4,25.4,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T04:00:00,3.6,2,0,77.35,0,0,,0,3.27,,6.2,183,1021.1,34.2,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T05:00:00,3.5,1.9,0.1,78.62,0,0,,0,2.82,,6.2,258,1022.4,88.9,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T06:00:00,3.7,3.7,0.9,82.01,0,0,,0,2.37,,1.8,61,1022.2,93.5,13.8,2.1,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-04-03T07:00:00,4.1,4.1,0.6,78.18,0,0,,0,1.92,,2.5,61,1022.5,97.5,14.4,11,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-03T08:00:00,4.8,3.2,0.8,75.36,0,0,,0.66,2.58,,7.2,125,1022.5,100,15.7,42,0.2,0,,Overcast,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-03T09:00:00,5.3,2.7,0.7,72.29,0,0,,3.13,5.71,,11.3,144,1022.1,100,16,105,0.4,1,,Overcast,snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-03T10:00:00,5.5,2.5,0.6,70.39,0,0,,0,5.54,,14.7,138,1021.5,100,16,185,0.7,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-03T11:00:00,5.7,3.5,0.5,69.39,0,0,,0,5.36,,9.7,126,1021.4,100,16,122,0.4,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-03T12:00:00,4.7,2,2.1,83.11,0.75,100,rain,0,5.19,,11.5,136,1020.5,100,3.7,56,0.2,1,,""Rain, Overcast"",rain,""72505394728,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-03T13:00:00,4.5,1.9,2.8,88.67,1.74,100,rain,0,5.02,,10.6,108,1018.8,100,9.2,69,0.2,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-03T14:00:00,5,2.7,2.9,86.52,0.95,100,rain,0,4.84,,9.9,94,1018.6,100,12.8,44,0.2,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-03T15:00:00,4.9,3.2,3.8,92.19,0.52,100,rain,0,4.67,,7.4,88,1017.8,100,2.9,44,0.2,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-03T16:00:00,5.5,2.6,4,89.99,0.81,100,rain,0,4.49,27.7,14.1,108,1015.9,100,2.8,70,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-03T17:00:00,5.6,3.2,4.4,91.96,0.42,100,rain,0,4.32,,11.4,44,1015.2,100,2,28,0.1,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-03T18:00:00,5.5,2.5,4.2,91.54,0.67,100,rain,0,4.15,,14,71,1014.4,100,2.7,22,0.1,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-03T19:00:00,4.8,1.7,3.7,92.82,0.09,100,rain,0,3.97,,13.5,53,1014.1,100,2.7,12,0,0,,""Rain, Overcast"",rain,""72505394728,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-03T20:00:00,4.5,1.2,3.5,93.32,0.02,100,rain,0,3.8,,14.4,51,1013.3,100,3.8,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T21:00:00,4.9,1.7,3.9,93.51,0,0,,0,3.63,,14.5,51,1013.2,100,3.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T22:00:00,4.9,2.3,3.9,93.51,0,0,,0,3.45,,11.3,51,1012.8,100,3.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-03T23:00:00,5,2.5,4,93.52,0,0,,0,3.28,,10.8,58,1011.2,100,3.6,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-04T00:00:00,5,5,4.4,96,0,0,,0,3.1,,3,6,1011.5,100,1.4,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-04-04T01:00:00,5,3.5,4.3,95.55,0,0,,0,2.93,,6.8,48,1009.8,100,1.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-04T02:00:00,5.4,3.6,4.5,93.63,0,0,,0,2.76,,8,43,1008.7,100,1.4,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-04T03:00:00,5.5,3.9,4.6,93.64,0,0,,0,2.58,,7.6,105,1008.2,100,2,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-04T04:00:00,5.5,3.6,4.4,92.9,0,0,,0,2.41,,8.4,74,1005.9,65.2,0.8,0,,0,,Partially cloudy,fog,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-04T05:00:00,5.6,4,5.1,96.23,0,0,,0,2.23,,7.6,134,1005.4,100,1.4,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-04T06:00:00,6.1,4.5,5.5,96.15,0,0,,0,2.06,,7.4,120,1004.2,100,1.8,1.9,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-04T07:00:00,6.6,6.6,6,96.07,0.07,100,rain,0,1.89,,3.6,25,1003.1,100,1.5,8,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T08:00:00,7.2,5.7,6.2,93.4,0.05,100,rain,6.11,8,,7.8,44,1002,100,0.6,28,0.1,0,,""Rain, Overcast"",snow,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T09:00:00,7.4,6.3,6.7,95.25,0,0,,0,0,,6.8,53,1000.7,100,0.7,56,0.2,1,,Overcast,fog,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-04T10:00:00,7.5,6.3,7,96.59,0,0,,0,0,,7.2,32,999.1,100,0.6,83,0.3,1,,Overcast,fog,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T11:00:00,8.5,8.5,7.8,95.18,0,0,,0,0,,3.8,11,998.2,100,1.2,158,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T12:00:00,11.6,11.6,9.2,85.48,0,0,,0,0,,6.1,319,997,66.6,5.4,333,1.2,3,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-04T13:00:00,11.6,11.6,9.7,88.53,0,0,,0,0,,5.1,284,996.4,100,4.7,77,0.3,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T14:00:00,12,12,9.9,86.73,1.28,100,rain,0,0,35.9,21.7,266,997.2,92.5,6.2,85,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-04-04T15:00:00,12.9,12.9,6.1,63.46,0.07,100,rain,0,0,51,29.1,285,997.7,100,16,92,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T16:00:00,13.1,13.1,2.5,48.51,0,0,,0,0,58.3,31.5,275,998.6,95.7,16,345,1.2,3,,Overcast,wind,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T17:00:00,13,13,-3.4,31.78,0,0,,0,0,59.4,30.1,292,999.8,85.1,16,282,1,3,,Partially cloudy,wind,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T18:00:00,12,12,-6.1,27.85,0,0,,0,0,66.5,31.9,291,1001.9,50.8,16,258,0.9,3,,Partially cloudy,wind,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T19:00:00,10,10,-7,29.5,0,0,,0,0,63.8,34.5,278,1003.4,24.2,16,45,0.2,0,,Partially cloudy,wind,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T20:00:00,9,5.1,-7.1,31.18,0,0,,0,0,65.8,32.9,278,1004.7,15.6,16,8,0,0,,Clear,wind,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-04T21:00:00,8.4,4.5,-7.2,32.44,0,0,,0,0,65.1,29.7,280,1006.6,12.1,16,0,,0,,Clear,clear-night,""72505394728,72502014734,72503014732"""
"New York City,2018-04-04T22:00:00,7.3,3.4,-7.6,33.89,0,0,,0,0,57.4,25.8,278,1008,12.1,16,0,,0,,Clear,clear-night,""72505394728,72502014734,72503014732"""
"New York City,2018-04-04T23:00:00,6.7,2.2,-6.3,39.23,0,0,,0,0,55.4,30.3,287,1009.2,41.3,16,0,,0,,Partially cloudy,wind,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-05T00:00:00,5.4,1,-6,43.55,0,0,,0,0,56.8,25.5,288,1010.1,10.5,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-05T01:00:00,4.6,-0.3,-6.8,43.64,0,0,,0,0,53.6,28.1,288,1011.1,10.5,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-05T02:00:00,4,0.2,-6.3,46.79,0,0,,0,0,40.9,17.4,286,1012.2,27.1,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-05T03:00:00,3.5,-1.3,-8,42.86,0,0,,0,0,48.4,23.3,288,1013.2,37,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-05T04:00:00,2.9,-2.7,-9.2,40.61,0,0,,0,0,52.7,29.5,300,1013.8,30.7,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-05T05:00:00,2,-3.1,-9.9,41.24,0,0,,0,0,47.3,22.5,310,1015.1,44.9,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-05T06:00:00,1.4,-3.5,-10.9,39.57,0,0,,0,0,51.3,20,310,1015.9,10.5,16,5.6,0,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-04-05T07:00:00,1.2,-3.3,-11.6,37.87,0,0,,0,0,49.4,17.4,286,1016.9,10.5,16,17,0.1,0,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-05T08:00:00,1.4,-4.4,-11.3,38.43,0,0,,0,0,52.2,27,310,1017.9,10.5,16,77,0.3,1,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-04-05T09:00:00,1.9,-3,-11.4,36.56,0,0,,0,0,41.3,21.7,302,1018.1,35.9,16,379,1.4,4,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
