name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
New York City,2016-03-03T16:00:00,2,-1.8,-15.9,25.31,0,0,,0.13,1,37.5,14.3,273,1022.7,35.9,16,113.3,0.4,1,,Partially cloudy,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-03T17:00:00,1.9,1.9,-14.6,28.18,0,0,,0.13,1.13,,4.3,316,1022.5,35.9,16,5.5,0,0,,Partially cloudy,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-03T18:00:00,1.4,-0.6,-14.8,28.85,0,0,,0.13,1.25,,6.3,201,1023,66.7,16,0,,0,,Partially cloudy,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-03T19:00:00,1.9,-1.3,-13.8,30.18,0,0,,0.13,1.37,,11.3,256,1023.7,65.9,16,0,,0,,Partially cloudy,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-03T20:00:00,1.7,-1.7,-12.3,34.58,0,0,,0.13,1.5,,11.9,236,1023.1,100,16,0,,0,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-03T21:00:00,1.3,-1.7,-8.7,47.48,0,0,,0.12,1.62,,9.7,180,1023.7,100,16,0,,0,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-03T22:00:00,1.3,-1.4,-7.9,50.36,0,0,,0.13,1.75,,8.7,184,1023.7,100,16,0,,0,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-03T23:00:00,1.3,-1.9,-8.2,49.17,0,0,,0.13,1.87,,10.6,184,1023.1,100,16,0,,0,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T00:00:00,1.6,-0.7,-7.9,49.4,0,0,,0.13,2,,7.5,180,1022.3,100,16,0,,0,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T01:00:00,0.5,0.5,-5.7,63.17,0,0,,0.13,2.12,,2.5,54,1021.6,100,9.1,0,,0,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T02:00:00,-0.1,-0.1,-3.5,77.78,0,0,,0.13,2.25,,1.7,44,1021.2,100,5.8,0,,0,,Overcast,snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T03:00:00,-0.7,-3,-3,84.32,0.37,100,"rain,snow",0.13,2.37,,6.4,31,1020.8,100,2.5,0,,0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2016-03-04T04:00:00,-0.7,-4.4,-3.1,83.96,0.3,100,"rain,snow",0.13,2.5,,11,72,1020.4,100,3.3,0,,0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2016-03-04T05:00:00,-0.8,-4.9,-2.9,85.55,0.27,100,"rain,snow",0.12,2.62,,13.1,59,1020.3,100,2.5,0,,0,,"Snow, Rain, Overcast",snow,"KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T06:00:00,-1,-6.5,-3.5,83.66,0.25,100,"rain,snow",0.13,2.75,29.5,19.7,57,1020,100,3.5,5.4,0,0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T07:00:00,-1,-5.6,-3.9,80.52,0.06,100,"rain,snow",0.13,2.87,,15,56,1020.7,100,3.3,39.5,0.1,0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T08:00:00,-0.9,-5.3,-3.6,81.76,0.2,100,"rain,snow",0.13,3,,14.2,59,1020.9,100,1.9,114.6,0.4,1,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,KNYC,72503014732"
New York City,2016-03-04T09:00:00,-0.9,-6.4,-3.3,83.73,0.42,100,"rain,snow",0,2.47,29.5,20.3,58,1020.7,100,1.4,193.6,0.7,2,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T10:00:00,-1,-6.9,-3.5,83.66,0.3,100,"rain,snow",0,2.37,33.5,22.8,43,1020.1,100,1.9,260.6,0.9,3,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T11:00:00,-1,-6.4,-3.5,83.17,0.25,100,"rain,snow",0,2.26,31.7,19.6,37,1019.6,100,1.5,347.1,1.2,3,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T12:00:00,0,-5.3,-3.6,76.55,0,0,,0,2.15,35.3,20.2,47,1018.9,100,15.7,373.9,1.3,4,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T13:00:00,1.3,-3.6,-4,67.96,0,0,,0,2.04,29.5,20.2,45,1017.7,97.5,16,380.6,1.4,4,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T14:00:00,1.7,-2.8,-4.3,64.14,0,0,,0,1.94,30.2,18.1,29,1016.9,98.2,16,343.6,1.2,3,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T15:00:00,2.9,-1.4,-5.2,55.1,0,0,,0,1.83,32.7,19,39,1016.4,95.7,16,244.1,0.9,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T16:00:00,3.7,-0.6,-5.6,50.51,0,0,,0,1.72,33.3,21.1,29,1015.8,19.2,16,137.9,0.5,1,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T17:00:00,4.3,0.2,-6.6,45.24,0,0,,0,1.61,31.1,19.6,28,1015.9,27.9,16,19.9,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T18:00:00,3.5,-1,-7.5,44.42,0,0,,0,1.51,32.5,21.1,358,1016.1,34.2,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T19:00:00,3,-1,-8,44.54,0,0,,0,1.4,35.3,16.3,5,1016.6,34.2,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T20:00:00,2.4,-1.9,-8.4,44.78,0,0,,0,1.29,33.5,17.5,14,1017,19.2,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T21:00:00,2,-2,-8,47.52,0,0,,0,1.18,35.3,15,360,1017.5,14.1,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T22:00:00,1.5,-3.2,-8.9,45.94,0,0,,0,1.08,31.7,19.2,11,1018.1,8,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-04T23:00:00,1.3,-3.3,-9.5,44.5,0,0,,0,0.97,,18.1,11,1018.8,8,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T00:00:00,0.8,-3.6,-9.2,47.25,0,0,,0,0.86,35.3,15.9,348,1019.2,4.4,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T01:00:00,0.2,-4.5,-9.2,49.05,0,0,,0,0.75,,17.5,352,1019.5,6.1,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T02:00:00,-0.5,-5,-9.4,50.9,0,0,,0,0.65,28.4,14.6,351,1019.8,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T03:00:00,-0.5,-4.9,-9.6,50.4,0,0,,0,0.54,,14.4,5,1019.7,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T04:00:00,-0.9,-4.9,-9.7,51.11,0,0,,0,0.43,,12.1,352,1020.2,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T05:00:00,-1.1,-5.1,-10.1,50.64,0,0,,0,0.32,,11.7,330,1021,0,16,0,,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T06:00:00,-1.5,-5.5,-10.1,52.22,0,0,,0,0.22,,11.5,332,1021.5,0,16,32.6,0.1,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T07:00:00,-1.8,-5.7,-10.2,52.8,0,0,,0,0.11,,10.8,346,1022.4,4.4,16,207.7,0.7,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T08:00:00,-1.3,-5.4,-10.9,48.08,0,0,,0,0,,12.5,4,1022.7,20.3,16,390.5,1.4,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T09:00:00,-0.6,-5.3,-12,41.92,0,0,,0,0,,15.6,7,1022.6,25.4,16,367.6,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T10:00:00,0.4,-3.6,-11.7,39.82,0,0,,0,0,,13.3,36,1023.5,34.2,16,279.3,1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T11:00:00,1.6,-0.6,-11.7,36.61,0,0,,0,0,,7.2,353,1023,34.2,16,280.5,1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T12:00:00,2.9,0.2,-11.5,33.94,0,0,,0,0,25.9,9.8,353,1022.6,34.2,16,314.1,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T13:00:00,2.6,2.6,-12.1,33.19,0,0,,0,0,,3.6,360,1021.5,52.6,16,274,1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T14:00:00,3.6,1,-11.8,31.39,0,0,,0,0,,10.2,302,1021.1,50.8,16,317.8,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T15:00:00,3.8,3.8,-12.8,28.62,0,0,,0,0,,3.8,10,1020.9,95.7,16,282.8,1,3,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T16:00:00,4.5,1.9,-13.7,25.41,0,0,,0,0,,10.5,48,1020.7,95.7,16,135.3,0.5,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T17:00:00,3.9,2.2,-13.6,26.49,0,0,,0,0,,6.8,102,1020.7,95.7,16,16.7,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T18:00:00,3.5,1.4,-9.8,37.19,0,0,,0,0,,7.8,123,1021.3,95.7,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T19:00:00,2.9,2.9,-7.8,45.54,0,0,,0,0,,3.5,82,1021.8,91.4,16,0,,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T20:00:00,2.4,2.4,-7.4,48.57,0,0,,0,0,,1.7,54,1022,50,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T21:00:00,2,-0.5,-6,55.72,0,0,,0,0,,8.3,125,1022.3,80.8,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
New York City,2016-03-05T22:00:00,2.1,2.1,-6.2,54.26,0,0,,0,0,,2.9,303,1022.4,35.9,16,0,,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
