name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,2018-05-05T17:00:00,21.9,21.9,4.4,31.99,0,0,,0,0,,14.5,180,1017.8,38.4,16,192,0.7,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-05T18:00:00,21,21,5.1,35.29,0,0,,0,0,,13.1,201,1018,38.4,16,95,0.3,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-05T19:00:00,21.1,21.1,6.2,38.02,0,0,,0,0,,9.9,192,1017.9,38.4,16,46,0.2,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-05T20:00:00,20.4,20.4,6.8,41.3,0,0,,0,0,,5.8,276,1018.2,35.9,16,10,0,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-05T21:00:00,20.3,20.3,6.2,39.79,0,0,,0,0,,6.2,276,1018.9,38.4,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-05T22:00:00,20.2,20.2,7.2,43.15,0,0,,0,0,,9.5,217,1019.2,93.1,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-05T23:00:00,19.4,19.4,7.6,46.15,0,0,,0,0,,8.5,182,1018.9,66.7,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-06T00:00:00,18.9,18.9,8.2,49.74,0,0,,0,0,,10.2,197,1019,93.1,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-06T01:00:00,19.1,19.1,7.2,45.98,0,0,,0,0,,10.9,214,1018.5,90.6,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-06T02:00:00,18.5,18.5,7.8,49.81,0,0,,0,0,,7.5,218,1017.9,90.6,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-06T03:00:00,17.9,17.9,7.9,52.02,0,0,,0,0,,3.9,90,1017.9,90.6,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-06T04:00:00,17.1,17.1,8.8,58.09,0,0,,0,0,,4.2,270,1017.2,93.1,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-06T05:00:00,17.7,17.7,8.8,55.86,0,0,,0,0,,0,0,1016.9,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-06T06:00:00,17.2,17.2,8.9,58.23,0,0,,0,0,,1.7,34,1017.2,100,16,8,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T07:00:00,17.3,17.3,9,58.28,0,0,,0,0,,3.8,357,1017.3,100,16,14,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T08:00:00,16.9,16.9,9.7,62.86,0,0,,0,0,,9.3,48,1016.7,100,16,38,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T09:00:00,16.6,16.6,9.9,64.56,0,0,,0,0,,12.7,43,1016.7,100,16,83,0.3,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T10:00:00,16.5,16.5,10.4,67.52,0,0,,0,0,,11.8,58,1015.8,100,16,135,0.5,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T11:00:00,17,17,10.6,66.04,0,0,,0,0,,11,62,1015,93.1,16,160,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T12:00:00,17,17,10.4,65.1,0,0,,0,0,31.7,19,58,1013.8,100,16,178,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T13:00:00,16.9,16.9,10,63.64,0,0,,0,0,,16.7,70,1012.9,100,16,156,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T14:00:00,17.3,17.3,9.5,60.05,0,0,,0,0,,13.9,46,1012.5,100,16,229,0.8,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T15:00:00,17.6,17.6,8.1,53.57,0,0,,0,0,27.7,18.1,53,1011.4,97.5,16,373,1.3,4,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T16:00:00,17.7,17.7,7.9,52.66,0,0,,0,0,27.7,17.7,51,1011.1,100,16,180,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T17:00:00,16.6,16.6,5.7,48.56,0,0,,0,0,35.3,19,62,1011.1,100,16,143,0.5,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T18:00:00,16.2,16.2,7.9,58.1,0,0,,0,0,29.5,14.6,55,1011.5,100,16,92,0.3,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T19:00:00,15.7,15.7,8.5,62.2,0,0,,0,0,,8,38,1011.5,98.2,16,57,0.2,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T20:00:00,15,15,9,67.51,0,0,,0,0,,7.9,57,1012,100,16,14,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-06T21:00:00,14.4,14.4,9.6,72.83,0,0,,0,0,,5.2,26,1012.2,88.9,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-06T22:00:00,13.8,13.8,10.4,79.69,0,0,,0,0,,2.4,37,1012.8,81.9,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-06T23:00:00,14.3,14.3,10.7,78.95,0,0,,0,0,,3.8,322,1012.9,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-07T00:00:00,14.2,14.2,10.7,79.49,0,0,,0,0,,4.2,21,1012.7,93.1,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-07T01:00:00,14.2,14.2,11,81.13,0,0,,0,0,,2.4,2,1013.6,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-07T02:00:00,14.5,14.5,10.2,75.85,0,0,,0,0,,12.7,354,1013.8,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-07T03:00:00,14,14,10,76.99,0,0,,0,0,,5,351,1014.1,42.1,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-07T04:00:00,13.5,13.5,10,79.36,0,0,,0,0,,0.9,5,1014.5,18.9,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-07T05:00:00,13,13,10,82.12,0,0,,0,0,,2.4,9,1015.1,34.2,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-07T06:00:00,12.5,12.5,10,84.9,0,0,,0,0,,2.6,5,1015.7,34.2,16,11,0,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T07:00:00,13.8,13.8,10.6,81.45,0,0,,0,0,,3.3,4,1016.5,34.2,16,72,0.3,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T08:00:00,15,15,11,76.82,0,0,,0,0,,12.7,8,1017.1,34.2,16,168,0.6,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T09:00:00,15.8,15.8,9.3,65.3,0,0,,0,0,,9.8,2,1017.5,50.8,16,317,1.1,3,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T10:00:00,17.5,17.5,9.2,58.53,0,0,,0,0,,5.2,3,1017.9,34.2,16,510,1.8,5,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T11:00:00,19,19,8.5,50.31,0,0,,0,0,,8,43,1018.4,34.2,16,650,2.3,7,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T12:00:00,20.5,20.5,8.6,46.29,0,0,,0,0,,3.2,35,1018,34.2,16,764,2.8,8,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T13:00:00,21.7,21.7,8.3,42.21,0,0,,0,0,,9,18,1017.7,34.2,16,841,3,8,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T14:00:00,22.8,22.8,8.1,38.91,0,0,,0,0,,9.8,27,1017.8,20.3,16,911,3.3,9,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T15:00:00,23.3,23.3,7.9,37.05,0,0,,0,0,,13.7,90,1017.7,19.2,16,824,3,8,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T16:00:00,23.8,23.8,7.9,36.1,0,0,,0,0,,8.7,42,1017.5,56.2,16,475,1.7,5,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T17:00:00,20.8,20.8,9,46.79,0,0,,0,0,29.5,12.8,158,1018.4,95.7,16,136,0.5,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T18:00:00,19.1,19.1,9.5,53.69,0,0,,0,0,,10.3,146,1018.7,25.4,16,139,0.5,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T19:00:00,18.5,18.5,10.4,59.43,0,0,,0,0,,6,68,1019,73.9,16,90,0.3,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T20:00:00,17.4,17.4,10.4,63.55,0,0,,0,0,,10,153,1020.3,98.2,16,19,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-07T21:00:00,16.7,16.7,10,64.46,0,0,,0,0,,8.1,162,1021.1,98.2,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-07T22:00:00,15.5,15.5,10.2,70.7,0,0,,0,0,,8,156,1021.8,19.2,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-07T23:00:00,14.5,14.5,10.3,75.7,0,0,,0,0,,4.4,66,1022.5,14.1,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T00:00:00,13.9,13.9,9.6,75.5,0,0,,0,0,,3.3,82,1022.6,4.4,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T01:00:00,13.8,13.8,8.4,70.02,0,0,,0,0,,3.7,70,1023,4.4,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T02:00:00,13,13,7.9,71.5,0,0,,0,0,,1.7,34,1023.1,4.4,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T03:00:00,12.2,12.2,7.9,75.12,0,0,,0,0,,0,0,1023,4.4,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T04:00:00,12.1,12.1,8.2,77.01,0,0,,0,0,,0.9,350,1023.2,4.4,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T05:00:00,12,12,8.2,77.54,0,0,,0,0,,0,0,1023.3,4.4,16,0.1,0,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T06:00:00,12.2,12.2,8.3,77.3,0,0,,0,0,,4.2,22,1023.8,10.5,16,59.7,0.2,1,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T07:00:00,13.3,13.3,8.9,74.94,0,0,,0,0,,3.3,21,1024.7,14.1,16,75,0.3,1,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T08:00:00,14.3,14.3,9.1,70.97,0,0,,0,0,,3.9,14,1025.1,14.1,16,170,0.6,2,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T09:00:00,16,16,9,63.41,0,0,,0,0,,7.7,57,1025.3,10.5,16,503,1.8,5,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T10:00:00,17.6,17.6,9.2,58.02,0,0,,0,0,,3.4,15,1025.3,10.5,16,676,2.4,7,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T11:00:00,18.4,18.4,9.7,57.07,0,0,,0,0,,9.5,113,1025,10.5,16,824,3,8,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T12:00:00,20.7,20.7,9,47.23,0,0,,0,0,,8.5,75,1024.7,10.5,16,907,3.3,9,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T13:00:00,21.8,21.8,10,47.02,0,0,,0,0,,5.8,45,1024.2,10.5,16,924,3.3,9,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T14:00:00,21.6,21.6,10.1,47.95,0,0,,0,0,,14.8,178,1023.9,10.5,16,900,3.2,9,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T15:00:00,21.3,21.3,9.5,46.85,0,0,,0,0,,12.4,175,1023.6,15.6,16,821,3,8,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T16:00:00,21.1,21.1,9,46.01,0,0,,0,0,,11.3,178,1022.7,19.2,16,684,2.5,7,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T17:00:00,19.3,19.3,9,51.07,0,0,,0,0,,5.1,86,1022.8,19.2,16,510,1.8,5,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T18:00:00,19.3,19.3,8.5,49.37,0,0,,0,0,,10.7,172,1022.7,19.2,16,314,1.1,3,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T19:00:00,17.9,17.9,8.5,54.44,0,0,,0,0,,8.4,172,1022.5,8,16,114,0.4,1,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T20:00:00,16.4,16.4,8.8,61.01,0,0,,0,0,,10.7,178,1022.7,19.2,16,23,0.1,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-08T21:00:00,15.1,15.1,9,66.9,0,0,,0,0,,3,87,1022.6,15.6,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T22:00:00,15,15,8.8,66.52,0,0,,0,0,,3.2,83,1022.8,20,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-08T23:00:00,14.4,14.4,9,70.15,0,0,,0,0,,2.6,65,1022.7,0,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-09T00:00:00,14,14,8.9,71.39,0,0,,0,0,,2.1,270,1022.5,0,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-09T01:00:00,13.5,13.5,8.9,73.92,0,0,,0,0,,0.5,30,1022.6,0,16,0,,0,,Clear,clear-night,""72505394728,72502014734,KNYC,72503014732"""
"New York City,2018-05-09T02:00:00,13.3,13.3,9.8,79.3,0,0,,0,0,,0.6,12,1022.5,0,16,0,,0,,Clear,clear-night,""72505394728,72502014734,KNYC,72503014732"""
"New York City,2018-05-09T03:00:00,13,13,9.8,80.38,0,0,,0,0,,1.6,345,1022.2,0,16,0,,0,,Clear,clear-night,""72505394728,KEWR,72502014734,KNYC,72503014732"""
"New York City,2018-05-09T04:00:00,12.8,12.8,9.3,79.23,0,0,,0,0,,0,0,1022.1,4.4,14.2,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-09T05:00:00,12.6,12.6,9.6,81.69,0,0,,0,0,,1.2,13,1022,0,12.9,0.1,0,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-09T06:00:00,12.4,12.4,9.6,83.04,0,0,,0,0,,0,0,1021.9,0,11.1,13,0,0,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T07:00:00,13.8,13.8,10.4,79.47,0,0,,0,0,,0,0,1021.9,0,10.6,73,0.3,1,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T08:00:00,15.6,15.6,9.1,65.24,0,0,,0,0,,1.7,27,1021.9,0,14.3,167,0.6,2,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T09:00:00,17.7,17.7,8.9,56.48,0,0,,0,0,,0,0,1021.7,6.1,15.7,513,1.8,5,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T10:00:00,19.7,19.7,8.7,49,0,0,,0,0,,2.1,17,1021.3,10.5,14.4,682,2.5,7,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T11:00:00,21.6,21.6,7,38.91,0,0,,0,0,,3.4,19,1020.7,14.1,14.8,819,2.9,8,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T12:00:00,23.2,23.2,6.4,33.72,0,0,,0,0,,3.6,27,1020.5,19.2,16,908,3.3,9,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T13:00:00,24,24,10,41.36,0,0,,0,0,,9.5,156,1020.5,50.8,14.2,912,3.3,9,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T14:00:00,20.4,20.4,10.2,52,0,0,,0,0,35.3,17.1,151,1020.7,34.2,12.9,835,3,8,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T15:00:00,21.4,21.4,7,39.28,0,0,,0,0,,11.8,163,1020.1,34.2,16,825,3,8,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T16:00:00,22,22,5.4,33.86,0,0,,0,0,,13.4,150,1019.6,34.2,16,702,2.5,7,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T17:00:00,21.8,21.8,5.7,35.09,0,0,,0,0,,12.9,153,1019.4,27.9,16,521,1.9,5,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T18:00:00,19.7,19.7,6.2,41.43,0,0,,0,0,,11.7,142,1018.9,27.9,16,331,1.2,3,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T19:00:00,19.3,19.3,3.9,36.3,0,0,,0,0,,13,161,1018.6,27.9,16,125,0.5,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T20:00:00,17.4,17.4,5.5,45.55,0,0,,0,0,,8,148,1018.6,27.9,16,19,0.1,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-09T21:00:00,15.7,15.7,8.5,62.38,0,0,,0,0,,9.4,150,1018.9,19.2,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-09T22:00:00,14.5,14.5,10.1,75.12,0,0,,0,0,,3.9,339,1019.6,19.2,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-09T23:00:00,14.3,14.3,10.7,79.27,0,0,,0,0,,7.2,152,1019.5,15.6,16,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-10T00:00:00,13.4,13.4,10.8,84.61,0,0,,0,0,,3.6,81,1019.2,27.9,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-10T01:00:00,12.8,12.8,11.2,89.47,0,0,,0,0,,2.1,5,1019.1,100,11.1,0,,0,,Overcast,cloudy,""72505394728,72502014734,KNYC,72503014732"""
"New York City,2018-05-10T02:00:00,12.7,12.7,11.3,91.27,0,0,,0,0,,1.4,52,1018.7,100,11.9,0,,0,,Overcast,cloudy,""72505394728,KEWR,72502014734,KNYC,72503014732"""
"New York City,2018-05-10T03:00:00,13.2,13.2,11.7,90.33,0,0,,0,0,,2.1,18,1018,100,15,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-05-10T04:00:00,13.2,13.2,11.2,87.9,0,0,,0,0,,0.9,17,1017.6,100,13.5,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-10T05:00:00,13.2,13.2,11.1,87.39,0,0,,0,0,,2.6,314,1017.5,100,12.4,0.2,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-10T06:00:00,12.5,12.5,10.8,89.39,0,0,,0,0,,2.8,61,1016.8,48.6,10.8,14,0.1,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-10T07:00:00,13.2,13.2,11.1,87.39,0,0,,0,0,,5.9,220,1016.7,60.2,12.7,59,0.2,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T08:00:00,14,14,11.2,83.4,0,0,,0,0,,5.4,162,1017,93.1,15,189,0.7,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T09:00:00,14.4,14.4,10.8,79.24,0,0,,0,0,,8.3,169,1016.1,50.8,15.5,454,1.6,5,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T10:00:00,15.7,15.7,11.1,74.32,0,0,,0,0,,11.3,168,1015.2,34.2,16,676,2.4,7,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T11:00:00,16.6,16.6,10.8,68.34,0,0,,0,0,,10.2,168,1014.9,31,16,774,2.8,8,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T12:00:00,17,17,11.4,69.56,0,0,,0,0,,6.5,295,1014.9,88.9,16,533,1.9,5,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T13:00:00,16.4,16.4,11.4,72.05,0,0,,0,0,,10.4,151,1013.9,89.8,16,240,0.9,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T14:00:00,15.9,15.9,11.7,76.22,0,0,,0,0,,8.4,72,1012.6,88.9,16,375,1.4,4,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T15:00:00,16.7,16.7,11.7,72.34,0,0,,0,0,,18.1,159,1011.6,47.7,16,474,1.7,5,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T16:00:00,17.6,17.6,11.1,65.78,0,0,,0,0,,10.3,128,1010.6,34.2,16,634,2.3,6,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T17:00:00,17.9,17.9,11.2,65.19,0,0,,0,0,,15.8,165,1009.4,25.4,16,470,1.7,5,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
