name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,2018-05-10T18:00:00,18.1,18.1,11.7,66.28,0,0,,0,0,,10.2,138,1008.9,34.2,16,229,0.8,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T19:00:00,17.4,17.4,12.1,71.08,0,0,,0,0,,11.6,143,1009,34.2,16,92,0.3,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T20:00:00,17.3,17.3,12.2,71.97,0,0,,0,0,,10.7,113,1009,32,16,17,0.1,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-10T21:00:00,16.9,16.9,13,77.92,0.2,100,rain,0,0,33.5,9.1,21,1010.3,86.1,8.1,0,,0,,""Rain, Partially cloudy"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-10T22:00:00,17,17,14.7,86.73,3.97,100,rain,0,0,,0.9,29,1009.8,92.3,12,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-10T23:00:00,16.9,16.9,15.3,89.94,1.19,100,rain,0,0,,0,0,1010.4,91.4,9.2,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-11T00:00:00,16.5,16.5,15,90.3,0,0,,0,0,,4.2,332,1010.3,35.9,14.8,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-11T01:00:00,16.1,16.1,14.3,89.48,0,0,,0,0,,1.2,323,1010.2,14.1,14.2,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-11T02:00:00,16.2,16.2,15,92.1,0,0,,0,0,,4.5,298,1010.2,10.5,12.9,0,,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-11T03:00:00,16.3,16.3,14.7,90.36,0,0,,0,0,,2.5,347,1010.5,25.4,12.9,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-11T04:00:00,16.6,16.6,14.2,86.14,0,0,,0,0,,9.2,318,1011.3,75,16,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-11T05:00:00,15.9,15.9,13.1,83.26,0,0,,0,0,,9.1,320,1011.6,14.1,16,0.3,0,0,,Clear,clear-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-11T06:00:00,16.1,16.1,12,76.73,0,0,,0,0,,12.2,326,1012.3,80.1,16,12,0,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T07:00:00,16.4,16.4,11.5,72.81,0,0,,0,0,,6.1,342,1013.6,14.1,16,61,0.2,1,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T08:00:00,16.7,16.7,9.6,63.24,0,0,,0,0,46.6,25.8,320,1014.3,14.1,16,145,0.5,1,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T09:00:00,17.1,17.1,6.4,49.2,0,0,,0,0,,13.6,324,1015.1,14.1,16,534,1.9,5,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T10:00:00,18,18,2.8,36.42,0,0,,0,0,35.3,25.2,314,1015.8,25.4,16,747,2.7,7,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T11:00:00,18.2,18.2,0.8,30.95,0,0,,0,0,38.9,23.8,318,1016.2,18.9,16,872,3.1,9,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T12:00:00,18.5,18.5,-1.4,26,0,0,,0,0,35.6,10.7,296,1016.7,34.2,16,929,3.3,9,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T13:00:00,19.6,19.6,-0.2,26.48,0,0,,0,0,33.1,13.9,318,1016.2,34.2,16,938,3.4,9,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T14:00:00,20.5,20.5,-0.9,23.85,0,0,,0,0,37.1,11.5,307,1016.2,34.2,16,834,3,8,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T15:00:00,21.4,21.4,-0.6,22.92,0,0,,0,0,35.3,10.6,298,1016.1,34.2,16,677,2.4,7,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T16:00:00,22,22,-0.4,22.57,0,0,,0,0,38.9,9,342,1016.1,34.2,16,645,2.3,6,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T17:00:00,22.5,22.5,0.5,23.29,0,0,,0,0,35.3,12.8,308,1016.4,34.2,16,552,2,6,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T18:00:00,22.1,22.1,-1.4,20.78,0,0,,0,0,33.5,12.6,330,1016.5,34.2,16,178,0.6,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T19:00:00,21,21,0.7,25.82,0,0,,0,0,,11,332,1017,34.2,16,124,0.4,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T20:00:00,20.2,20.2,0.6,27.05,0,0,,0,0,,9.2,316,1017.8,88.9,16,14,0.1,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-11T21:00:00,19.6,19.6,1.1,29.12,0,0,,0,0,,10.6,332,1018.6,97.5,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-11T22:00:00,19.5,19.5,0.1,27.38,0,0,,0,0,,8.6,340,1019,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-11T23:00:00,18.9,18.9,1.1,30.28,0,0,,0,0,,9.6,342,1019.6,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-12T00:00:00,18.3,18.3,1.4,32.07,0,0,,0,0,,5.2,360,1019.8,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-12T01:00:00,17.4,17.4,2.8,37.62,0,0,,0,0,,9.3,14,1020,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,72502014734,KNYC,72503014732"""
"New York City,2018-05-12T02:00:00,16.9,16.9,3.6,41.08,0,0,,0,0,,9.8,45,1020,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-12T03:00:00,16.1,16.1,4.3,45.67,0,0,,0,0,,4,20,1019.8,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-12T04:00:00,14.2,14.2,6,57.72,0,0,,0,0,,6.8,56,1019.9,100,16,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-12T05:00:00,14.3,14.3,6.1,57.81,0.07,100,rain,0,0,,8.4,2,1021,100,16,0.1,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-12T06:00:00,11.8,11.8,8.3,79,1.05,100,rain,0,0,,2.4,30,1021,100,12,10,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T07:00:00,11.6,11.6,8,78.69,0.35,100,rain,0,0,,10.9,92,1020.8,99.2,16,30,0.1,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T08:00:00,11.7,11.7,8.3,79.99,0,0,,0,0,,5.2,51,1021.1,100,16,33,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T09:00:00,11.8,11.8,9.2,84.34,0.06,100,rain,0,0,,8.7,123,1021.1,100,16,53,0.2,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T10:00:00,12.9,12.9,8.7,75.97,0.02,100,rain,0,0,,9.3,123,1020.5,100,16,125,0.5,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T11:00:00,12.5,12.5,10.9,90.52,0.95,100,rain,0,0,,6.7,49,1020,100,4.3,76,0.3,1,,""Rain, Overcast"",rain,""72505394728,KLGA,F1417,KNYC,72503014732"""
"New York City,2018-05-12T12:00:00,13.3,13.3,11.3,87.89,0.04,100,rain,0,0,,8.3,117.1,1019.6,100,14.2,113,0.4,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T13:00:00,13.4,13.4,11.4,87.61,0,0,,0,0,,8.7,93,1018.8,100,14.2,102,0.4,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T14:00:00,14,14,11.4,84.63,0,0,,0,0,,5.1,43,1018.3,100,14.2,166,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T15:00:00,14.5,14.5,11,79.54,0,0,,0,0,,9.2,63,1017.5,100,14.8,229,0.8,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T16:00:00,14.8,14.8,11.1,78.57,0,0,,0,0,,11.6,94,1016.6,100,14.8,226,0.8,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T17:00:00,14.4,14.4,11.4,81.85,0,0,,0,0,,10.5,22,1017.4,100,14.8,105,0.4,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T18:00:00,13.5,13.5,11.5,87.47,0.14,100,rain,0,0,,12.2,42,1017.7,100,10.6,15,0.1,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T19:00:00,13.2,13.2,11.7,90.18,0.36,100,rain,0,0,,6.5,20,1017.7,100,12.9,12,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T20:00:00,12.5,12.5,11.6,94.41,0.88,100,rain,0,0,,10.1,56,1017.8,100,9.8,6,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-12T21:00:00,12.4,12.4,11.5,94.51,0,0,,0,0,,9.3,24,1018.3,100,12,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-12T22:00:00,12.1,12.1,10.8,91.66,0,0,,0,0,,11.2,25,1018.5,100,12.9,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-12T23:00:00,11.7,11.7,10.5,92.32,0,0,,0,0,,9.3,33,1019.4,100,14.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T00:00:00,11.6,11.6,10,89.51,0,0,,0,0,,8.9,22,1019.6,100,14.2,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T01:00:00,11.6,11.6,9.8,88.89,0,0,,0,0,,11.5,28,1019.4,100,14.4,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T02:00:00,11.2,11.2,9.8,91.42,0,0,,0,0,,4.1,9,1019.8,100,13.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T03:00:00,11.2,11.2,9.2,87.74,0,0,,0,0,,3.9,9,1019.8,100,13.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T04:00:00,11.2,11.2,9.2,87.27,0,0,,0,0,,2.4,5,1019.8,100,15.7,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T05:00:00,11.2,11.2,9.3,87.93,0,0,,0,0,,7.7,32,1019.8,100,15.7,0.2,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T06:00:00,11.2,11.2,8.8,85.48,0,0,,0,0,,9,7,1020.1,100,16,11.8,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T07:00:00,11.2,11.2,9.2,87.27,0,0,,0,0,,9.1,12,1021.1,100,16,46.4,0.2,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T08:00:00,11.2,11.2,8.8,85.48,0.23,100,rain,0,0,,12.4,9,1021.3,100,16,42,0.2,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T09:00:00,11.6,11.6,8.7,82.49,0,0,,0,0,,9.4,43,1021.6,100,16,87,0.3,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T10:00:00,12.1,12.1,9.1,82.06,0,0,,0,0,,6.2,28,1021.5,100,16,135,0.5,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T11:00:00,12.2,12.2,8.4,77.72,0,0,,0,0,,11,71,1022,100,16,153,0.6,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T12:00:00,11.8,11.8,8.7,81.58,0,0,,0,0,,9.4,48,1022.1,100,15.2,83,0.3,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T13:00:00,11.4,11.4,10,91.04,0.59,100,rain,0,0,,8.4,58,1022,100,6.3,111,0.4,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T14:00:00,11.4,11.4,10.2,92.41,1.23,100,rain,0,0,,4.9,31,1021.4,100,6.1,128,0.5,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T15:00:00,11.4,11.4,10.6,94.44,0.61,100,rain,0,0,,5.1,36,1020.2,100,8.8,94,0.3,1,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T16:00:00,11.9,11.9,10.6,92.06,0,0,,0,0,,7.9,79,1019.8,100,12.3,49,0.2,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T17:00:00,12,12,10.4,89.67,0,0,,0,0,,5.1,59,1019.7,100,16,62,0.2,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T18:00:00,12.4,12.4,10.3,87.03,0,0,,0,0,,9.6,140,1019.7,100,16,56,0.2,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T19:00:00,12.4,12.4,9.7,84.07,0,0,,0,0,,9.6,123,1019.5,100,16,19,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T20:00:00,12.3,12.3,9.3,82.3,0,0,,0,0,,4.5,74,1019.5,100,16,6,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-13T21:00:00,12,12,9.3,83.98,0.06,100,rain,0,0,,4.1,69,1019.3,100,15,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T22:00:00,11.4,11.4,10.4,93.39,0.57,100,rain,0,0,,6.2,164,1019.6,100,10.3,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-13T23:00:00,11.3,11.3,10.4,94.08,0,0,,0,0,,5.4,118,1018.8,100,10.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-14T00:00:00,11.7,11.7,10.2,90.57,0,0,,0,0,,4.8,65,1017.8,100,11,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-05-14T01:00:00,11.7,11.7,10.4,91.29,0.05,100,rain,0,0,,1.2,42,1017.8,100,10.1,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-14T02:00:00,11.6,11.6,10.4,91.97,0.22,100,rain,0,0,,0,0,1017,100,9.3,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-14T03:00:00,11.3,11.3,10.5,95.13,0.48,100,rain,0,0,,0,0,1016.6,100,5.1,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-05-14T04:00:00,11.3,11.3,10.7,96.15,0.06,100,rain,0,0,,0,0,1016.4,100,4.9,0,,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-05-14T05:00:00,11.6,11.6,11,96.22,0.21,100,rain,0,0,,2.1,47,1016.1,100,4.4,0.4,0,0,,""Rain, Overcast"",rain,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-14T06:00:00,11.6,11.6,10.7,94.27,0,0,,0,0,,3,82,1016.5,100,5.7,11,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T07:00:00,12.1,12.1,11,93.05,0,0,,0,0,,2.6,343,1016.7,100,7.1,40,0.1,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T08:00:00,12.3,12.3,11.4,94.3,0,0,,0,0,,1.2,61,1016.8,100,7.5,86,0.3,1,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T09:00:00,13.3,13.3,11.8,90.67,0,0,,0,0,,1.2,350,1017,100,8.5,216,0.8,2,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T10:00:00,14.6,14.6,11.6,82.19,0,0,,0,0,,3,19,1016.5,100,9,386,1.4,4,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T11:00:00,15.9,15.9,12.1,78.32,0,0,,0,0,,1.7,10,1016.4,97.5,9.4,563,2,6,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T12:00:00,16.9,16.9,12.8,76.99,0,0,,0,0,,3.8,53,1016.4,100,12.2,563,2,6,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T13:00:00,17,17,12.7,76.03,0,0,,0,0,,4.4,276,1016.2,97.5,14.8,754,2.7,8,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T14:00:00,18.5,18.5,13.2,71.31,0,0,,0,0,,7.8,250,1016,81.9,12.3,697,2.5,7,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T15:00:00,20.1,20.1,13.4,65.36,0,0,,0,0,,4,282,1014.9,19.2,14.2,815,2.9,8,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T16:00:00,21,21,14.1,64.95,0,0,,0,0,,8.4,230,1014,34.2,14.2,675,2.4,7,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T17:00:00,21,21,14.5,66.66,0,0,,0,0,31.7,17.6,166,1013.8,34.2,16,470,1.7,5,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T18:00:00,19.7,19.7,13.8,68.83,0,0,,0,0,,10.7,173,1013,34.2,14.8,300,1.1,3,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T19:00:00,17.9,17.9,13.5,75.54,0,0,,0,0,,18.4,159,1013.5,34.2,14.8,105,0.4,1,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T20:00:00,16.8,16.8,13.3,80.11,0,0,,0,0,,12.7,155,1013.6,36.7,14.8,21,0.1,0,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-14T21:00:00,16.1,16.1,13.4,83.85,0,0,,0,0,,8.7,138,1013.4,25.1,14.7,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,KNYC,72503014732"""
"New York City,2018-05-14T22:00:00,15.7,15.7,13.4,86.54,0,0,,0,0,,8.4,132,1013.7,53.3,14.2,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-14T23:00:00,15.2,15.2,13.7,91.12,0,0,,0,0,,7.4,170,1013.7,47.1,9.4,0,,0,,Partially cloudy,partly-cloudy-night,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T00:00:00,15.7,15.7,14.2,90.38,0,0,,0,0,,2.5,61,1013.7,100,9.1,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T01:00:00,16,16,14.2,89.08,0,0,,0,0,,3.4,63,1013.5,98.2,12,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T02:00:00,16.2,16.2,14.4,89.32,0,0,,0,0,,2.1,57,1013.1,100,11.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T03:00:00,16.1,16.1,14.4,89.77,0,0,,0,0,,3.3,12,1012.3,100,11.8,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T04:00:00,16.5,16.5,14.6,88.93,0,0,,0,0,,3,343,1012,100,8.6,0,,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T05:00:00,16.6,16.6,15.2,91.41,0,0,,0,0,,4.4,275,1011.7,100,7.7,0.5,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"""
"New York City,2018-05-15T06:00:00,16.9,16.9,16,94.36,0,0,,0,0,,8.3,202,1012.1,100,4.2,6,0,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T07:00:00,17.2,17.2,16.7,96.6,0,0,,0,0,,8.8,208,1012.7,98.2,1.7,48,0.2,0,,Overcast,cloudy,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T08:00:00,19.8,19.8,17.2,84.73,0,0,,0,0,,3.8,269,1012.2,25.4,5.9,163,0.6,2,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T09:00:00,20.8,20.8,17,78.72,0,0,,0,0,,5.3,93,1011.9,58.7,6.5,417,1.5,4,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T10:00:00,22.5,22.5,17.7,74.54,0,0,,0,0,,10.4,194,1011.8,8,9.7,619,2.2,6,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T11:00:00,24.3,24.3,17.5,65.76,0,0,,0,0,,10.3,207,1011.5,14.1,11.8,769,2.8,8,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T12:00:00,27.1,28,17.9,57.24,0,0,,0,0,37.1,10.4,208,1010.7,14.1,16,866,3.1,9,,Clear,clear-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T13:00:00,29.1,30,18.1,51.37,0,0,,0,0,33.5,7.5,282,1009.7,20.3,16,884,3.2,9,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T14:00:00,30,31.2,18.6,50.47,0,0,,0,0,37.1,17.5,213,1008.5,20.3,16,864,3.1,9,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
"New York City,2018-05-15T15:00:00,31,32.3,18.7,48.08,0,0,,0,0,36.8,17.1,181,1006.9,25.4,14.8,797,2.9,8,,Partially cloudy,partly-cloudy-day,""72505394728,KEWR,KLGA,72502014734,F1417,KNYC,72503014732"""
